hci_number,mouse_num,tumor,staining,path,folder,filename,img_date,prep_by,slide_date,slide_label,slide_number,necropsy_file_path
20,23786,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-22-36-R2-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-09-16T19-22-36-R2-S6,2021-09-16,RH,2021-09-08,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
20,23866,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-34-27-R2-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-09-16T19-34-27-R2-S7,2021-09-16,RH,2021-09-08,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
20,25694,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-42-31-R2-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-09-16T19-42-31-R2-S8,2021-09-16,RH,2021-09-08,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25694.xlsx
20,25741,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-52-14-R2-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-09-16T19-52-14-R2-S9,2021-09-16,RH,2021-09-08,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25741.xlsx
20,26066,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T20-01-58-R2-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-09-16T20-01-58-R2-S10,2021-09-16,RH,2021-08-03,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26066.xlsx
20,26137,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T20-13-54-R2-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-09-16T20-13-54-R2-S11,2021-09-16,RH,2021-08-03,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26137-00.xlsx
20,23291,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-16T20-21-50-R2-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-16T20-21-50-R2-S12,2021-09-16,RH,2021-09-09,PERK,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23291.xls
20,23527,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T14-24-45-R3-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T14-24-45-R3-S2,2021-09-17,RH,2021-09-09,PERK,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
20,23785,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T14-38-17-R3-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T14-38-17-R3-S3,2021-09-17,RH,NA,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23785.xls
20,23786,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T14-50-25-R3-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T14-50-25-R3-S4,2021-09-17,RH,NA,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
20,23823,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-13-41-R3-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T15-13-41-R3-S6,2021-09-17,RH,2021-08-06,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23823.xls
20,23866,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-25-09-R3-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T15-25-09-R3-S7,2021-09-17,RH,2021-09-09,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
20,23966,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-33-10-R3-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T15-33-10-R3-S8,2021-09-17,RH,2021-09-09,PERK,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23966.xls
20,25025,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-43-10-R3-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T15-43-10-R3-S9,2021-09-17,RH,2021-09-09,PERK,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
20,25690,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-58-44-R3-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T15-58-44-R3-S10,2021-09-17,RH,2021-08-06,Rb PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25690.xlsx
20,25694,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-11-10-R3-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T16-11-10-R3-S11,2021-09-17,RH,2021-09-09,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25694.xlsx
20,25741,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-21-01-R3-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T16-21-01-R3-S12,2021-09-17,RH,2021-09-09,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25741.xlsx
20,25767,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-52-06-R4-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T16-52-06-R4-S1,2021-09-17,RH,2021-09-09,PERK,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25767.xlsx
20,26012,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-03-35-R4-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T17-03-35-R4-S2,2021-09-17,RH,NA,PERK,2,NA
21,26138,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-22-16-R4-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T17-22-16-R4-S4,2021-09-17,RH,2021-08-06,Rb PERK,2,NA
21,26143,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-34-15-R4-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T17-34-15-R4-S5,2021-09-17,RH,2021-08-21,Rb PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26143.xlsx
20,26137,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T10-46-12-R2-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-29T10-46-12-R2-S3,2021-09-29,RH,2021-08-06,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26137-00.xlsx
20,23792,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T10-57-16-R2-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-29T10-57-16-R2-S4,2021-09-29,RH,NA,Rb PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
20,23294,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T11-28-51-R2-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-29T11-28-51-R2-S6,2021-09-29,RH,2021-09-09,PERK,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23294.xls
20,26066,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-10-06T13-30-13-R1-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-10-06T13-30-13-R1-S1,2021-10-06,RH,2021-10-04,PERK,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26066.xlsx
20,23785,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-10-12T08-41-45-R2-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-10-12T08-41-45-R2-S1,2021-10-12,RH,NA,Rb PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23785.xls
20,23786,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T12-56-50-R1-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/,slide-2021-09-24T12-56-50-R1-S4,2021-09-24,RH,2021-09-21,Pten,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
20,23785,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T13-09-35-R1-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/,slide-2021-09-24T13-09-35-R1-S5,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23785.xls
20,23823,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T15-22-03-R2-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/,slide-2021-09-24T15-22-03-R2-S4,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23823.xls
20,26012,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T15-57-03-R2-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/,slide-2021-09-24T15-57-03-R2-S7,2021-09-24,TE,2021-09-21,PTEN,4,NA
20,23294,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T12-22-12-R1-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T12-22-12-R1-S1,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23294.xls
20,23527,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T12-32-45-R1-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T12-32-45-R1-S2,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
20,23291,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T12-46-24-R1-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T12-46-24-R1-S3,2021-09-24,TE,2021-09-21,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23291.xls
20,23966,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T13-21-57-R1-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T13-21-57-R1-S6,2021-09-24,TE,2021-09-21,PTEN,NA,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23966.xls
20,25741,NA,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T13-32-09-R1-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T13-32-09-R1-S7,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25741.xlsx
20,25694,NA,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T13-41-12-R1-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T13-41-12-R1-S8,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25694.xlsx
20,25767,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T13-50-35-R1-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T13-50-35-R1-S9,2021-09-24,TE,2021-09-21,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25767.xlsx
20,26066,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-01-51-R1-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T14-01-51-R1-S10,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26066.xlsx
21,26138,NA,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-12-41-R1-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T14-12-41-R1-S11,2021-09-24,TE,2021-09-21,PTEN,5,NA
20,25025,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-24-50-R1-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T14-24-50-R1-S12,2021-09-24,TE,2021-09-21,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
20,23792,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-51-34-R2-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T14-51-34-R2-S1,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
20,26137,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-02-57-R2-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T15-02-57-R2-S2,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26137-00.xlsx
20,23866,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-11-43-R2-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T15-11-43-R2-S3,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
20,25690,NA,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-32-30-R2-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T15-32-30-R2-S5,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25690.xlsx
21,26143,NA,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-46-19-R2-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T15-46-19-R2-S6,2021-09-24,TE,2021-09-21,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26143.xlsx
20,23821,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T16-07-59-R2-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T16-07-59-R2-S8,2021-09-24,TE,2021-09-21,PTEN +ctrl,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23821.xls
20,23821,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T16-17-37-R2-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T16-17-37-R2-S9,2021-09-24,TE,2021-09-21,PTEN -ctrl no primary ab,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23821.xls
20,23785,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T11-52-19-R1-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-11-09T11-52-19-R1-S1,2021-11-09,TE,2021-11-01,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23785.xls
20,23786,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T12-04-50-R1-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-11-09T12-04-50-R1-S2,2021-11-09,TE,2021-11-01,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
20,26012,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T12-20-16-R1-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-11-09T12-20-16-R1-S3,2021-11-09,TE,2021-11-01,PTEN,5,NA
20,23823,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T12-31-07-R1-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-11-09T12-31-07-R1-S4,2021-11-09,TE,2021-11-01,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23823.xls
21,26870,L,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Lung H&E/slide-2021-09-03T14-36-41-R4-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Lung H&E/,slide-2021-09-03T14-36-41-R4-S10,2021-09-03,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,L,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Lung H&E/slide-2021-09-03T14-36-41-R4-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Lung H&E/,slide-2021-09-03T14-36-41-R4-S10,2021-09-03,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T2,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T13-49-10-R4-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-09-03T13-49-10-R4-S1,2021-09-03,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T2,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T13-49-10-R4-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-09-03T13-49-10-R4-S1,2021-09-03,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T1,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T14-06-09-R4-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-09-03T14-06-09-R4-S2,2021-09-03,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T1,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T14-06-09-R4-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-09-03T14-06-09-R4-S2,2021-09-03,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T3,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T14-18-12-R4-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-09-03T14-18-12-R4-S3,2021-09-03,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T3,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T14-18-12-R4-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-09-03T14-18-12-R4-S3,2021-09-03,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26865,T,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T14-28-00-R4-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-09-03T14-28-00-R4-S4,2021-09-03,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26865.xlsx
NA,26827,T1,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T11-39-20-R2-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-11-18T11-39-20-R2-S1,2021-11-18,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26827.xlsx
NA,26867,T1,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T11-42-57-R2-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-11-18T11-42-57-R2-S2,2021-11-18,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26867.xlsx
NA,27415,T,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T11-51-47-R2-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-11-18T11-51-47-R2-S3,2021-11-18,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-27415.xlsx
NA,27416,T1,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T12-04-44-R2-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-11-18T12-04-44-R2-S4,2021-11-18,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-27416.xlsx
NA,27648,T1,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T12-16-47-R2-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/,slide-2021-11-18T12-16-47-R2-S5,2021-11-18,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-27648.xlsx
21,26870,T1,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/slide-2021-09-07T15-25-46-R1-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/,slide-2021-09-07T15-25-46-R1-S3,2021-09-07,RH,2021-09-02,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T1,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/slide-2021-09-07T15-25-46-R1-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/,slide-2021-09-07T15-25-46-R1-S3,2021-09-07,RH,2021-09-02,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T2,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/slide-2021-09-07T15-36-23-R1-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/,slide-2021-09-07T15-36-23-R1-S4,2021-09-07,RH,2021-09-02,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
