mouse_num,initials,nec_date,sex,strain,sac_date,injection_date,virus,dox_tx,genotype,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,rcas_injection,injection_route,dob,t,tissue_br,tissue_optic_n,tissue_lung,tissue_liver,comments,tumor_bool
25305,RH,4/9/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/9/2021,11/11/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/10/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25307,RH,4/9/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/9/2021,11/11/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/10/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25308,RH,4/9/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/9/2021,11/11/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/10/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25309,RH,4/9/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/9/2021,11/11/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/10/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25310,RH,1/20/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,1/20/2021,11/11/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,B,NA,NA,NA,No,NA,NA,11/10/2020,B,1,NA,NA,NA,"hunched over, scabs on tail, animal care staff required it be sacked. ... brain appeared deflated",0
25328,RH,4/12/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/12/2021,11/13/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/13/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25501,RH,4/7/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/7/2021,12/3/2020,RCAS Cre U6-sgRNA NF1 Ex2,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,skin tumor,No,"Brain, skin tumor",NA,NA,NA,NA,NA,NA,12/2/2020,"Brain, skin tumor",1,NA,NA,NA,"tumor was just above left eye and was becoming red, as if it was ulcering or becoming irritated. Upon necropsy, tumor was observed to be connected to the skin and not the skull. It may be connected to the audible nerve as part of the tumor seamed to be very close to the ear and was fixed with part of the ear. A peice of tumor was frozen and also used for a cell line.",0
25503,ZL,3/4/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/4/2021,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-25503,NA,yes,No,NA,NA,12/2/2020,Brain,1,NA,NA,NA,"Sick and hunched over, slight domed head.. ... Brain was abnormally large and swollen but no clear sign of tumor tissue found.",0
25504,ZL,2/1/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2/1/2021,10/14/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,"normal brain, small growth found on spine (T2), head tumor T1",HCI-20-25504,NA,yes,No,NA,NA,1/2/2021,Brain,1,NA,NA,NA,"Large head tumor growing over skull. ... Brain looked normal, tumor frozen, cell line formed (t1) and rest formalin fixed",1
25505,ZL,3/4/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/4/2021,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-25505,NA,yes,No,NA,NA,12/2/2020,Brain,1,NA,NA,NA,"domed head noticed when still alive-swollen brain but found dead so hard to tell.. ... Foun dead, must have died th enight before.. ... Brain was in good condition but hard to tell if swelling was present. Slight domed head noticed when animal was alive.",0
25548,RH,5/10/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/10/2021,12/4/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/4/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25549,RH,5/10/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/10/2021,12/4/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/4/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25550,RH,5/10/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/10/2021,12/4/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/4/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25595,RH,5/10/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/10/2021,12/10/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/9/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25596,RH,5/10/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/10/2021,12/10/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/9/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25597,RH,5/10/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/10/2021,12/10/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/9/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25598,ZL,2/1/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2/1/2021,12/10/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,full brain,HCI-20-25598,NA,yes,No,NA,NA,12/9/2020,Brain,1,NA,NA,NA,"swollen head, very sick (skinny and hunched over). ... Brain was completely hollow and extremely swollen full of clear liquid and blood. Harvested all in one piece. No sign of tumor.",0
25687,RH,5/20/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/20/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/19/2020,Brain,1,NA,NA,NA,"no abnormalities upon necropsy, sacked for experimental endpoint",0
25688,RH,5/20/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/20/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,head tumor,No,Brain,NA,NA,NA,NA,NA,NA,12/19/2020,"Brain, head tumor",1,NA,NA,NA,"tumor on top of head first observed on 5/19/21, sacked 5/20/21 for experimental endpoint, everything else looks normal upon necropsy, froze part of head tumor and made cell line with it.",1
25689,ZL,2/10/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2/10/2021,12/22/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-20-25689,NA,yes,No,NA,NA,12/19/2020,Brain,1,NA,NA,NA,"Paralyzed. ... Brain looked normal, no tumor noted anywhere on body/spinal cord.. ... 2/9/2021 (paralysis)",0
25690,RH,4/13/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/13/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/19/2020,Brain,1,NA,NA,NA,"mouse is showing signs of partial paralysis on 4/7. Head is tilted to one side, but still able to move around. Could have gone longer, but no sense risking mouse dying on own. Necropsy showed bulge in left top of skull, under the left side of brain looked to be a glioma, attached a little to the base of the cranial cavity and partially attached to the brain, sort of mushy, cut some off to freeze and make cell line from as well as fixed the rest with the brain",1
25691,RH,4/7/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/7/2021,12/22/2020,RCAS Cre U6-sgRNA NF1 Ex2,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/19/2020,Brain,1,NA,NA,NA,"hind legs were paralyzed, back was hunched as a sign mouse was dehydrating and falling ill",0
25692,RH,4/12/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/12/2021,12/22/2020,RCAS Cre U6-sgRNA-Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,"T1, T2",No,"Brain, T1, T2",NA,NA,NA,NA,NA,NA,12/19/2020,"Brain, T1, T2",1,NA,NA,NA,"passed Friday health check, but found dead on Mon. After necropsy, a tumor was visable around right ear (T1) connected to the skull and separate from the skin. A second tumor is seen lower on the neck (T2) it is smaller. Tumors were fixed, brain was fixed too but mushy since this mouse was found dead.",0
25693,RH,3/22/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/22/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/19/2020,Brain,1,NA,NA,NA,"hind legs were partially paralyzed. ... One cranial nerve looked enlarged. Not quite big enough to try to also freeze and make a cell line from, and lost it when changing from formalin to EtOH.",0
25694,RH,4/9/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/9/2021,12/22/2020,RCAS Cre U6-sgRNA NF1 Ex2,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,mushy mass under brain,No,"Brain, mushy mass under brain",NA,NA,NA,NA,NA,NA,12/19/2020,"Brain, mushy mass under brain",1,NA,NA,NA,"mouse was loosing mobility in hind legs and I didn't want to chance it over the weekend. I noticed a mass of tissue under the brain, not sure if it was an enlarged cranial nerve or that ""necrotic"" tissue Zia noticed before. Growing that tissue as a cell line, but too small for fixing it or freezing it as well",0
25695,RH,3/29/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/29/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and lower back tumor,No,Brain and tumor,NA,NA,NA,NA,NA,NA,12/19/2020,Brain and lower back tumor,1,NA,NA,NA,"limited mobility noticed, later tumor noticed on back. ... Found dead on a Monday. No conditions noticed on Friday. Could have died over weekend.",1
25741,RH,5/21/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/14/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,cranial nerve tumor,No,Brain,NA,NA,NA,NA,NA,NA,12/26/2020,"Brain, cranial nerve tumor",1,NA,NA,NA,"mouse looked like it was becoming emanciated and starting to have a hunched back, upon necropsy, there was a cranial nerve tumor somewhat attched to the base of the cranial cavity, and not as attached to the brain. A part of the tumor was fixed with the brain, while another part was frozen and used for a cell line.",1
25742,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/5/2021,12/28/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,cranial nerve tumor,No,Brain cranial nerve tumor,NA,NA,NA,NA,NA,NA,12/26/2020,"Brain, cranial nerve tumor",1,NA,NA,NA,"partially paralyzed, small mass could be part of cerebellum or could be a tumor, only did FFPE with it",1
25743,ZL,3/17/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/17/2021,12/28/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-25743,NA,yes,No,NA,NA,12/26/2020,Brain,1,NA,NA,NA,Sacked to tumor size. ... Massive tumor encasing head. Brain unremovable. Cryo sample collected and cell line started,1
25744,RH,3/26/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/26/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,"tumor, and some white mass between the brain and the tumor.",No,"Brain, tumor, and that white mass",NA,NA,NA,NA,NA,NA,12/26/2020,"Brain, tumor, and some white mass between the brain and the tumor.",1,NA,NA,NA,"looks normal except for large tumor on left side of head. ... Head tumor was cut off, had vein on the outside but very dense and white on the inside. Skull underneith looked rough, but couldn't tell if tumor penetrated the skull or was growing from and eye or ear canal. Had to cut the skull to remove brain, and noticed a white mass on top of the left hemesphere. It wasn't connected to it, but was indenting the brain (might be able to see the indent on H&E), not clear if this penetrated the skull or not.",1
25745,RH,4/12/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/12/2021,12/28/2020,RCAS Cre U6-sgRNA-Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,"T1, T2",No,"Brain, T1, T2",NA,NA,NA,NA,NA,NA,12/26/2020,"Brain, T1, T2",1,NA,NA,NA,"only partially paralyzed, but looked very emanciated, so had to sack, small white spot on top center of skull (T1), not sure if that is anything, but fixed it anyway. Tumor was visible around the base of the spine, cross section of the spine was fixed (with bone), and piece of tumor was made into a cell line.",0
25747,RH,4/13/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/15/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/26/2020,Brain,1,NA,NA,NA,"loosing mobility in hind legs 4/12, not fully paralyzed, but looking worse, with urine stains on fur, upon necropsy - normal looking brain, no spine tumors, enlarged bladder, possibly suffering from some infection or blockage",1
25748,RH,5/10/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/10/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/26/2020,Brain,1,NA,NA,NA,"breathing heavy, hind legs paralyzed, no observable tumor",0
25764,RH,4/2/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/2/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and cranial nerve tumor,No,Brain and cranial nerve tumor,NA,NA,NA,NA,NA,NA,12/28/2020,Brain and cranial nerve tumor,1,NA,NA,NA,"started looking lethargic, back became more arched, not moving around much and wanted to sack before it possibly dies on its own over the weekend. ... Also started a cell line from the cranial nerve tumor, which looked like an enlarged mass not connected to the brain, but effecting both sides of the large cranial nerve that is under the optic nerve. Both sides were harvested as one, with a piece of both fixed. No sample was frozen.",1
25766,ZL,3/3/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/3/2021,12/28/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-25766,NA,yes,No,NA,NA,12/28/2020,Brain,1,NA,NA,NA,paralysis. ... Brain was completely hollow and filled with liquid. Mouse sacked due to paralysis,2
25767,ZL,3/17/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/17/2021,12/28/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-25767,NA,yes,No,NA,NA,12/28/2020,Brain,1,NA,NA,NA,paralyzed. ... Brain looked normal,0
25782,RH,5/28/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/28/2021,12/30/2021,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/29/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25783,RH,5/28/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/28/2021,12/30/2021,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/29/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25784,RH,5/28/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/28/2021,12/30/2021,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/29/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25785,RH,5/28/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/28/2021,12/30/2021,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/29/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25786,RH,1/27/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,1/27/2021,12/30/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,full brain,HCI-20-25786-11,NA,yes,No,NA,NA,12/29/2020,Brain,1,NA,NA,NA,"found dead, domed head noticed day before. ... brain looked hollow. This is a Cre injection, so tumor is not expected. This is probably just hydrocephalus as a result of injection",1
25787,RH,5/28/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/28/2021,12/30/2021,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/29/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25788,RH,5/28/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/28/2021,12/30/2021,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,12/29/2020,Brain,1,NA,NA,NA,experimental endpoint,0
25825,GP,12/28/2021,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,12/28/2021,11/13/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,"domed head. ... Paralyzed left side,Trouble breathing,Dome head. ... Probable intracranial tumor; sacked for left side paralysis and trouble breathing. Frontal lobe was caved in (from tumor)? Unable to isolate tumor separately so took entire brain, as well as lungs, liver.",1
26007,RH,4/13/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/13/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,spinal cord tumor,No,"Brain, spinal cord tumor",NA,NA,NA,NA,NA,NA,1/20/2021,"Brain, spinal cord tumor",1,NA,NA,NA,"nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology)",1
26008,RH,6/8/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,6/8/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/20/2021,Brain,1,NA,NA,NA,"partially closed, and starting to loose mobility in hind legs, no sign of tumor upon necropsy",0
26009,RH,3/30/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/29/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and head tumor,No,Brain and head tumor,NA,NA,NA,NA,NA,NA,1/20/2021,Brain and head tumor,1,NA,NA,NA,"large head tumor. ... Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from.",1
26010,RH,4/13/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/13/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,spinal cord tumor,No,"Brain, spinal cord tumor",NA,NA,NA,NA,NA,NA,1/20/2021,"Brain, spinal cord tumor",1,NA,NA,NA,"nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology)",1
26011,RH,3/26/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/26/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/20/2021,Brain,1,NA,NA,NA,"hind legs were starting to become paralyzed. ... hind legs starting to loose mobility, would have probably become paralyzed over the weekend.",0
26013,RH,4/13/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/13/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/20/2021,Brain,1,NA,NA,NA,"showing partial paralysis on 4/12, decided to sack next day to avoid risk of finding dead, little nub in front of brain, not sure if anything though, normal looking everywhere else including spine.",1
26014,RH,4/12/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/12/2021,1/22/2021,RCAS Cre U6-sgRNA-Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,T1,No,"Brain, T1",NA,NA,NA,NA,NA,NA,1/20/2021,"Brain, T1",1,NA,NA,NA,"severly paralized to where it looks like it couldn't control bowel movements or urination, noticed on a Monday, but looked fine when it was last looked at on a Friday. Upon necropsy, brain looks normal, huge tumor around the base of the spinal cord, some of the tumor was frozen, used to make a cell line, and fixed.",1
26022,RH,4/1/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/1/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,and head tumor,No,Brain and head tumor,NA,NA,NA,NA,NA,NA,1/20/2021,Brain and head tumor,1,NA,NA,NA,"tumor on head above left eye. ... Head tumor did not appear to grow out from eye or ear, was separate from the skin, attached to the skull, no vasculature except on the periphery. Attached to the brain, but not by much is a small ball right at the front of it. That ball was preserved as well, but may or may not make it into the slides. Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from.",1
