exclude,mouse_num,src,strain_injection,strain,injected_with,resultant_geno,dob,injection_date,death_date_true,aod,exp_end_date,behavior_date,mri_imaging_date,observable_tumor_date,end_date,found_dead,injected_by,number_of_cells_injected,vol_injected,index,mouse_id,cage_strain,ntva,pten,ink4a,atrx,h11cas9,tyr_cre,cic,dtva,cage_number,sex,g_comments,metadata
NA,23967,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-06-15,2020-06-18,2020-09-15,89,NA,NA,NA,2020-08-07,NA,NA,RH,5x105,5uL,7878,23967-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-2-1,F,Small growth above eye noticed,NA
NA,23968,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-06-15,2020-06-18,2020-09-08,82,NA,2020-09-02,NA,NA,NA,NA,RH,5x105,5uL,7879,23968-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-2-2,M,Weakness in back of legs,NA
NA,23969,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-06-15,2020-06-18,2020-09-02,76,NA,2020-09-01,NA,NA,NA,NA,RH,5x105,5uL,7880,23969-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-2-2,M,Weakness in back of legs,NA
NA,23970,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-06-15,2020-06-18,2020-08-24,67,NA,NA,NA,2020-07-28,NA,NA,RH,5x105,5uL,7881,23970-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-2-2,M,Domed head noted,NA
NA,23971,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-06-15,2020-06-18,2020-09-02,76,NA,2020-09-01,NA,NA,NA,NA,RH,5x105,5uL,7882,23971-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-2-2,M,Weakness in back of legs,NA
NA,24801,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-09-22,2020-09-22,2021-03-03,162,2021-03-03,NA,NA,NA,NA,NA,RH,5x105,5uL,8905,24801-00,n-tva+;ptenf/f;atrx+/+;cas9f/f;inkf/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-6-1,F,Experimental end date,NA
NA,24802,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-09-22,2020-09-22,2021-03-03,162,2021-03-03,NA,NA,NA,NA,NA,RH,5x105,5uL,8906,24802-01,n-tva+;ptenf/f;atrx+/+;cas9f/f;inkf/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-6-1,F,Experimental end date,NA
NA,24803,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-09-22,2020-09-22,2021-03-03,162,2021-03-03,NA,NA,NA,NA,NA,RH,5x105,5uL,8907,24803-03,n-tva+;ptenf/f;atrx+/+;cas9f/f;inkf/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-6-1,F,Experimental end date,NA
1,24804,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,tva negative,2020-09-22,2020-09-22,2021-03-05,164,2021-03-05,NA,NA,NA,NA,NA,RH,5x105,5uL,8908,24804-10,n-tva+;ptenf/f;atrx+/+;cas9f/f;inkf/f,+/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-6-1,F,Experimental end date,TVA- on cohort data and/or genotyping
NA,24805,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-09-22,2020-09-22,2021-03-03,162,2021-03-03,NA,NA,NA,NA,NA,RH,5x105,5uL,8909,24805-00,n-tva+;ptenf/f;atrx+/+;cas9f/f;inkf/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-6-2,M,Experimental end date,NA
1,24806,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-09-22,2020-09-22,2020-12-17,86,NA,NA,NA,NA,NA,NA,RH,5x105,5uL,8910,24806-01,n-tva+;ptenf/f;atrx+/+;cas9f/f;inkf/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-6-2,M,Sacked because not worth keeping in separate cage (fighting),excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. 
NA,24807,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-09-22,2020-09-22,2021-03-03,162,2021-03-03,NA,NA,NA,NA,NA,RH,5x105,5uL,8911,24807-03,n-tva+;ptenf/f;atrx+/+;cas9f/f;inkf/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-6-2,M,Experimental end date,NA
NA,24986,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-10-11,2020-10-12,2020-12-18,67,NA,2020-12-18,NA,NA,NA,NA,RH,5x105,5uL,9120,24986-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-3-1,M,"partial paralysis, no tumor, sakced",NA
NA,24987,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-10-11,2020-10-12,2020-12-18,67,NA,2020-12-18,NA,NA,NA,NA,RH,5x105,5uL,9121,24987-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-3-1,M,"partial paralysis, no tumor, sakced",NA
NA,24988,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-10-11,2020-10-12,2021-02-16,127,NA,2021-02-16,NA,NA,NA,NA,RH,5x105,5uL,9122,24988-03,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-3-1,M,"Mouse was sick and breathing weird, sacked.",NA
2,24989,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-10-11,2020-10-12,2020-12-24,73,NA,NA,NA,2020-12-09,NA,NA,RH,5x105,5uL,9123,24989-10,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-3-1,M,Tumor noticed,conflicting death dates in cohort vs. genotyping files. 2020-12-24 vs. 2020-12-09 used cohort date but can exclude from analysis if desired.
NA,25025,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2020-10-14,2021-01-27,105,NA,2021-01-27,NA,2021-01-21,NA,NA,RH,5x105,5uL,9167,25025-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-1,F,Tumor noticed,NA
2,25026,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2020-10-14,2021-01-04,82,NA,NA,NA,2020-12-09,NA,NA,RH,5x105,5uL,9168,25026-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-1,F,Tumor noticed,conflicting death dates in cohort vs. genotyping files. 2021-01-04 vs. 2020-12-09 used cohort date but can exclude from analysis if desired.
NA,25027,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2020-10-14,2020-12-30,77,NA,NA,NA,2020-12-15,NA,NA,RH,5x105,5uL,9169,25027-03,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-1,F,"Tumor noticed 12/15/20, sacked when too big",NA
NA,25028,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2020-10-14,2021-02-01,110,NA,2021-01-29,NA,NA,NA,NA,RH,5x105,5uL,9170,25028-10,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-1,F,Weakness in back legs noted,NA
2,25029,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2020-10-14,2020-12-28,75,NA,NA,NA,2020-12-09,NA,NA,RH,5x105,5uL,9171,25029-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-2,M,Tumor noticed,conflicting death dates in cohort vs. genotyping files. 2020-12-28 vs. 2020-12-09 used cohort date but can exclude from analysis if desired.
2,25031,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2020-10-14,2020-12-30,77,NA,NA,NA,2020-12-09,NA,NA,RH,5x105,5uL,9173,25031-03,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-2,M,Tumor noticed,conflicting death dates in cohort vs. genotyping files. 2020-12-30 vs. 2020-12-09 used cohort date but can exclude from analysis if desired.
NA,25033,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2020-10-14,2021-01-06,84,NA,2021-01-04,NA,NA,NA,NA,RH,5x105,5uL,9175,25033-30,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-2,M,"noticed weakness in legs 1/4/21, sacked once it became paralyzed",NA
2,25034,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2020-10-14,2021-01-04,82,NA,2021-01-04,NA,NA,NA,NA,RH,5x105,5uL,9176,25034-11,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-2,M,Tumor noticed,conflicting death dates in cohort vs. genotyping files. 2021-01-04 vs. 2020-12-30 used cohort date but can exclude from analysis if desired.
NA,25080,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-10-19,2020-10-19,2021-03-18,150,2021-03-18,NA,NA,NA,NA,NA,RH,5x105,5uL,9235,25080-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-7-1,F,sacked for endpoint,NA
NA,25081,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-10-19,2020-10-19,2021-03-18,150,2021-03-18,NA,NA,NA,NA,NA,RH,5x105,5uL,9236,25081-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-7-1,F,sacked for endpoint,NA
NA,25082,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-10-19,2020-10-19,2021-03-18,150,2021-03-18,NA,NA,NA,NA,NA,RH,5x105,5uL,9237,25082-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-7-1,F,sacked for endpoint,NA
NA,25083,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-10-19,2020-10-19,2021-03-18,150,2021-03-18,NA,NA,NA,NA,NA,RH,5x105,5uL,9238,25083-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-7-2,M,sacked for endpoint,NA
NA,25084,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-10-19,2020-10-19,2021-03-18,150,2021-03-18,NA,NA,NA,NA,NA,RH,5x105,5uL,9239,25084-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-7-2,M,sacked for endpoint,NA
NA,25085,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-10-19,2020-10-19,2021-03-18,150,2021-03-18,NA,NA,NA,NA,NA,RH,5x105,5uL,9240,25085-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-7-2,M,sacked for endpoint,NA
NA,25086,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-10-19,2020-10-19,2021-03-18,150,2021-03-18,NA,NA,NA,NA,NA,RH,5x105,5uL,9241,25086-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-7-2,M,sacked for endpoint,NA
NA,25087,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-10-20,2020-10-20,2021-03-19,150,2021-03-19,NA,NA,NA,NA,NA,RH,5x105,5uL,9243,25087-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-1-1,F,sacked for endpoint,NA
NA,25088,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-10-20,2020-10-20,2021-03-19,150,2021-03-19,NA,NA,NA,NA,NA,RH,5x105,5uL,9244,25088-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-1-1,F,sacked for endpoint,NA
NA,25089,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-10-20,2020-10-20,2021-03-19,150,2021-03-19,NA,NA,NA,NA,NA,RH,5x105,5uL,9245,25089-03,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-1-1,F,sacked for endpoint,NA
NA,25090,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-10-20,2020-10-20,2021-03-19,150,2021-03-19,NA,NA,NA,NA,NA,RH,5x105,5uL,9246,25090-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-1-2,M,sacked for endpoint,NA
NA,25091,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-10-20,2020-10-20,2021-03-19,150,2021-03-19,NA,NA,NA,NA,NA,RH,5x105,5uL,9247,25091-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-1-2,M,sacked for endpoint,NA
NA,25092,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-10-20,2020-10-20,2021-03-19,150,2021-03-19,NA,NA,NA,NA,NA,RH,5x105,5uL,9248,25092-03,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-1-2,M,sacked for endpoint,NA
NA,25214,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-05,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9391,25214-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-1-1,F,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-11-05 vs 2020-11-06
NA,25215,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-05,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9392,25215-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-1-1,F,"Weakness in back legs noticed on 2/3, but this wasn't noticible again, experimental endpoint",conflicting injection dates. Used Rick's data. 2020-11-05 vs 2020-11-06
NA,25216,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-05,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9393,25216-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-1-1,F,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-11-05 vs 2020-11-06
