mouse_num,notes_he_ihc_brain,exclude,src,strain_injection,strain,injected_with,resultant_geno,dob,death_date_true,injection_date,behavior_date,mri_imaging_date,observable_tumor_date,end_date,found_dead,injected_by,number_of_cells_injected,vol_injected,index,mouse_id,cage_strain,ntva,pten,ink4a,atrx,h11cas9,tyr_cre,cic,dtva,cage_number,sex,g_comments,metadata,hci_number,tumor,staining,path,folder,filename,img_date,prep_by,slide_date,slide_label,slide_number,necropsy_file_path
25741,"large high grade glioma on the back section of the brain toward the mouse's right side, some pallisading necrosis and vasculature, Ki67 is more positive towards the brain side and more negative towards the edge, pERK is positive throughout excluding the necrotic spots, PTEN is off in the tumor except for vasculature, but PTEN is also not very strong in the rest of the brain",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2021-05-14,2020-12-28,2021-05-21,NA,NA,NA,NA,ZL,5x105,5uL,10019,25741-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-1,F,becoming emanciated and hunched,NA,20,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-53-50-R2-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T15-53-50-R2-S11,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25741.xlsx
25741,"large high grade glioma on the back section of the brain toward the mouse's right side, some pallisading necrosis and vasculature, Ki67 is more positive towards the brain side and more negative towards the edge, pERK is positive throughout excluding the necrotic spots, PTEN is off in the tumor except for vasculature, but PTEN is also not very strong in the rest of the brain",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2021-05-14,2020-12-28,2021-05-21,NA,NA,NA,NA,ZL,5x105,5uL,10019,25741-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-1,F,becoming emanciated and hunched,NA,20,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-52-14-R2-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-09-16T19-52-14-R2-S9,2021-09-16,RH,2021-09-08,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25741.xlsx
25741,"large high grade glioma on the back section of the brain toward the mouse's right side, some pallisading necrosis and vasculature, Ki67 is more positive towards the brain side and more negative towards the edge, pERK is positive throughout excluding the necrotic spots, PTEN is off in the tumor except for vasculature, but PTEN is also not very strong in the rest of the brain",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2021-05-14,2020-12-28,2021-05-21,NA,NA,NA,NA,ZL,5x105,5uL,10019,25741-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-1,F,becoming emanciated and hunched,NA,20,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-21-01-R3-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T16-21-01-R3-S12,2021-09-17,RH,2021-09-09,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25741.xlsx
25741,"large high grade glioma on the back section of the brain toward the mouse's right side, some pallisading necrosis and vasculature, Ki67 is more positive towards the brain side and more negative towards the edge, pERK is positive throughout excluding the necrotic spots, PTEN is off in the tumor except for vasculature, but PTEN is also not very strong in the rest of the brain",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2021-05-14,2020-12-28,2021-05-21,NA,NA,NA,NA,ZL,5x105,5uL,10019,25741-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-1,F,becoming emanciated and hunched,NA,20,NA,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T13-32-09-R1-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T13-32-09-R1-S7,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25741.xlsx
26012,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",NA,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-04-30,2021-01-22,2021-04-30,NA,NA,NA,NA,RH,5x105,5uL,10340,26012-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-2,M,"partially paralyzed, so sacked",NA,21,B,PERK,E:/CaseViewer Files/ihc nf1 glioma/slide-2022-05-21T14-05-47-R1-S3.mrxs,E:/CaseViewer Files/ihc nf1 glioma/,slide-2022-05-21T14-05-47-R1-S3,2022-05-21,TE,2022-05-12,Perk,2,NA
26012,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",NA,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-04-30,2021-01-22,2021-04-30,NA,NA,NA,NA,RH,5x105,5uL,10340,26012-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-2,M,"partially paralyzed, so sacked",NA,20,B,H&E,E:/CaseViewer Files/NF1 Glioma IHC Figure Files/slide-2022-04-06T15-14-33-R1-S7.mrxs,E:/CaseViewer Files/NF1 Glioma IHC Figure Files/,slide-2022-04-06T15-14-33-R1-S7,2022-04-06,RE,NA,NA,3,NA
26012,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",NA,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-04-30,2021-01-22,2021-04-30,NA,NA,NA,NA,RH,5x105,5uL,10340,26012-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-2,M,"partially paralyzed, so sacked",NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T18-19-28-R2-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T18-19-28-R2-S1,2021-09-16,RH,NA,NA,3,NA
26012,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",NA,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-04-30,2021-01-22,2021-04-30,NA,NA,NA,NA,RH,5x105,5uL,10340,26012-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-2,M,"partially paralyzed, so sacked",NA,21,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T13-04-24-R1-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T13-04-24-R1-S7,2021-07-09,RH,NA,NA,1,NA
26012,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",NA,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-04-30,2021-01-22,2021-04-30,NA,NA,NA,NA,RH,5x105,5uL,10340,26012-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-2,M,"partially paralyzed, so sacked",NA,20,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T10-47-05-R4-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T10-47-05-R4-S3,2021-08-19,RH,2021-08-03,Ki67,1,NA
26012,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",NA,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-04-30,2021-01-22,2021-04-30,NA,NA,NA,NA,RH,5x105,5uL,10340,26012-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-2,M,"partially paralyzed, so sacked",NA,20,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-03-35-R4-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T17-03-35-R4-S2,2021-09-17,RH,NA,PERK,2,NA
26012,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",NA,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-04-30,2021-01-22,2021-04-30,NA,NA,NA,NA,RH,5x105,5uL,10340,26012-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-2,M,"partially paralyzed, so sacked",NA,20,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T15-57-03-R2-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/,slide-2021-09-24T15-57-03-R2-S7,2021-09-24,TE,2021-09-21,PTEN,4,NA
26012,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",NA,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-04-30,2021-01-22,2021-04-30,NA,NA,NA,NA,RH,5x105,5uL,10340,26012-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-2,M,"partially paralyzed, so sacked",NA,20,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T12-20-16-R1-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-11-09T12-20-16-R1-S3,2021-11-09,TE,2021-11-01,PTEN,5,NA
26138,"high grade glioma at the top and center of all 3 sections, pallisading necrosis and vasculature, Ki67 has diverse regions of low and high, pERK was damaged in spots, PTEN looks low overall except for blood vessels and very distinct on and off areas within the tumor",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-31,2021-06-04,2021-02-02,NA,NA,2021-06-01,NA,NA,ZL,5x105,5uL,10489,26138-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-3-1,F,"6/1/21 bump on head, sacked once tumor was bigger",NA,21,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T18-53-07-R2-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T18-53-07-R2-S4,2021-09-16,RH,NA,NA,3,NA
26138,"high grade glioma at the top and center of all 3 sections, pallisading necrosis and vasculature, Ki67 has diverse regions of low and high, pERK was damaged in spots, PTEN looks low overall except for blood vessels and very distinct on and off areas within the tumor",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-31,2021-06-04,2021-02-02,NA,NA,2021-06-01,NA,NA,ZL,5x105,5uL,10489,26138-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-3-1,F,"6/1/21 bump on head, sacked once tumor was bigger",NA,21,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T12-49-12-R4-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T12-49-12-R4-S12,2021-08-19,RH,2021-08-03,Ki67,1,NA
26138,"high grade glioma at the top and center of all 3 sections, pallisading necrosis and vasculature, Ki67 has diverse regions of low and high, pERK was damaged in spots, PTEN looks low overall except for blood vessels and very distinct on and off areas within the tumor",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-31,2021-06-04,2021-02-02,NA,NA,2021-06-01,NA,NA,ZL,5x105,5uL,10489,26138-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-3-1,F,"6/1/21 bump on head, sacked once tumor was bigger",NA,21,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-22-16-R4-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T17-22-16-R4-S4,2021-09-17,RH,2021-08-06,Rb PERK,2,NA
26138,"high grade glioma at the top and center of all 3 sections, pallisading necrosis and vasculature, Ki67 has diverse regions of low and high, pERK was damaged in spots, PTEN looks low overall except for blood vessels and very distinct on and off areas within the tumor",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-31,2021-06-04,2021-02-02,NA,NA,2021-06-01,NA,NA,ZL,5x105,5uL,10489,26138-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-3-1,F,"6/1/21 bump on head, sacked once tumor was bigger",NA,21,NA,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-12-41-R1-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T14-12-41-R1-S11,2021-09-24,TE,2021-09-21,PTEN,5,NA
26143,"low grade glioma in all sections, lots of variability in Ki67 and pERK, PTEN has clear off regions",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-31,2021-06-23,2021-02-02,2021-06-23,NA,NA,NA,NA,ZL,5x105,5uL,10494,26143-03,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-3-2,M,"entire mouse appeared bloated, looked paralyzed and had slow breathing. Upon necropsy, entire brain appeared white.",NA,21,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T19-09-51-R2-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T19-09-51-R2-S5,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26143.xlsx
26143,"low grade glioma in all sections, lots of variability in Ki67 and pERK, PTEN has clear off regions",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-31,2021-06-23,2021-02-02,2021-06-23,NA,NA,NA,NA,ZL,5x105,5uL,10494,26143-03,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-3-2,M,"entire mouse appeared bloated, looked paralyzed and had slow breathing. Upon necropsy, entire brain appeared white.",NA,21,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T12-37-50-R4-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T12-37-50-R4-S11,2021-08-19,RH,2021-08-03,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26143.xlsx
26143,"low grade glioma in all sections, lots of variability in Ki67 and pERK, PTEN has clear off regions",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-31,2021-06-23,2021-02-02,2021-06-23,NA,NA,NA,NA,ZL,5x105,5uL,10494,26143-03,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-3-2,M,"entire mouse appeared bloated, looked paralyzed and had slow breathing. Upon necropsy, entire brain appeared white.",NA,21,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-34-15-R4-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T17-34-15-R4-S5,2021-09-17,RH,2021-08-21,Rb PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26143.xlsx
26143,"low grade glioma in all sections, lots of variability in Ki67 and pERK, PTEN has clear off regions",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-31,2021-06-23,2021-02-02,2021-06-23,NA,NA,NA,NA,ZL,5x105,5uL,10494,26143-03,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-3-2,M,"entire mouse appeared bloated, looked paralyzed and had slow breathing. Upon necropsy, entire brain appeared white.",NA,21,NA,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-46-19-R2-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T15-46-19-R2-S6,2021-09-24,TE,2021-09-21,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26143.xlsx
