"mouse_num","dob","injection_date","sac_date","nec_date","nec_by","dox_tx","zinc_fixed","parafin_block_number_s","slide_number_s","h_e","gross_visualization_of_lung_nodules","tumor_bool","nec_comments","tis_brain","tis_optic_n","tis_lung","tis_liver","tis_spinal_c","tis_cran_n","tis_eye","tum_neck","tum_cran_n","tum_spinal_c","tum_head","tum_low_back_ribs","tum_skin","tum_extracranial","tum_shoulder","tum_brain","tum_kidney","tum_bladder","tum_eye","paralysis","abnormal_appearance","nec_NED","xclude","img_sample","staining","img_path","img_date","img_by","slide_date","slide_label","slide_number"
"25767",2020-12-28,2021-12-28,2021-03-17,2021-03-17,"ZL",,"No","HCI-21-25767",,"yes","No",0,"paralyzed. ... Brain looked normal ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,1,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T12-50-19-R1-S6.mrxs",2021-07-09,"RH",,"*","1"
"26066",2021-01-24,2021-01-26,2021-04-26,2021-04-26,"RH",,"No",,,,,0,"bulge noticed in scrotum and mouse is more emanciated than others in cage, it is a hernia, no sign of tumor ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,,,"H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T13-17-17-R1-S8.mrxs",2021-07-09,"RH",,,"1"
"26137",2021-01-31,2021-02-02,2021-04-05,2021-04-05,"RH",,"No",,,,,2,"Found dead on a Monday, so could have died up to 3 days earlier. Brain was sort of mushy, so it was not in the best condition, but was able to be removed for histology. No other signs of tumor. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-17-53-R2-S1.mrxs",2021-07-09,"RH",,,"1"
"23526",2020-04-22,2020-04-23,2020-07-06,2020-06-30,"ZL","No",,"HCI -20-23526-BR",1,"yes",,1,"Completely paralyzed, and large tumor covering entired skull. Brain underneath skull appeared normal. ... Paralyzed with large tumor growing on skull. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,"1",,,,,,,,,1,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-28-06-R2-S2.mrxs",2021-07-09,"RH",,,"1"
"23524",2020-04-22,2020-04-23,2020-07-16,2020-07-16,"RH","No",,"HCI -20-23524-BR",1,"yes",,1,"Tumor behind right eye. Looks like a tumor of the occular nerve. Brain looks normal otherwise.. ... Right eye is enlarged and could rupture. ... HCI-20-23524-SpCo,HCI-20-23524-Ey ... Collected: Brain, eye, spinal cord (not intact) ... Formalin Fixed: Yes",1,,,,1,,1,,,,,,,,,,,,1,,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-44-35-R2-S3.mrxs",2021-07-09,"RH",,,"1"
"23467",2020-04-19,2020-04-20,2020-08-05,2020-08-05,"ZL","No",,,1,"yes",,1,"Very large tumor underneath brain emanating from left optic cranial nerve. ... Domed head, weak and sickly, difficulty breathing. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-54-35-R2-S4.mrxs",2021-07-09,"RH",,,
"23294",2020-04-03,2020-04-05,2020-07-21,2020-07-21,"ZL","No",,"HCI -20-23294-BR",1,"yes",,1,"Very large tumor growing out of bone on skull at location of injection. Enlarged cranial nerve on posterior right side of head.. ... Very large tumor growing outside of skull + complete paralysis. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,,,,"1",,,,,,1,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T16-11-41-R2-S5.mrxs",2021-07-09,"RH",,,"1"
"23291",2020-04-03,2020-04-05,2020-06-29,2020-06-30,"ZL","No",,"HCI -20-23291-BR",1,"yes",,1,"Blind and disfigured from tumors growing on head. ... Effectively blind, tumors on face and head completely swelled eyes shut.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,"1",,,,,,,,,,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-02-53-R2-S6.mrxs",2021-07-09,"RH",,,"1"
"23293",2020-04-03,2020-04-05,2020-06-26,2020-06-15,"ZL","No",,"HCI -20-23293-BR",1,"yes",,0,"Bottom of brain was completely mush, normal tissue present and underneath brain grey/white mush slightly attached to brain. ... Difficulty breathing, looked sick, slightly mishapen head.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,,,,,,,,,,1,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-15-51-R2-S7.mrxs",2021-07-09,"RH",,,"1"
"23287",2020-04-03,2020-04-05,2020-07-01,2020-07-01,"ZL","No",,"HCI -20-23287-BR",1,"yes",,1,"Large white mass underneath brain and enveloping cranial nerves. Tumor present outside skull on eye as well.. ... Large tumor growing through eye, eye burst open.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,"1",,,,,1,,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-28-46-R2-S8.mrxs",2021-07-09,"RH",,,"1"
"23270",2020-04-17,2020-04-23,2020-07-01,2020-07-01,"ZL","No",,"HCI -20-23270-BR",1,"yes",,0,"Brain looked relatively normal. ... Mouse was fully paralyzed. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,,,,,,,,,,1,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-44-02-R2-S9.mrxs",2021-07-09,"RH",,,"1"
"22925",2020-03-03,2020-03-05,2020-06-18,2020-05-24,"GP","No",,"HCI-22925-BR",1,"yes",,1,"large white mass under brain. Rick thinks enlarged pituitary. ... protruding rectum, difficulty walking. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-57-55-R2-S10.mrxs",2021-07-09,"RH",,"tumor on bottom of brain","1"
"25503",2020-12-02,2021-12-03,2021-03-04,2021-03-04,"ZL",,"No","HCI-21-25503",,"yes","No",0,"Sick and hunched over, slight domed head.. ... Brain was abnormally large and swollen but no clear sign of tumor tissue found. ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,,1,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/Not Glioma/slide-2021-08-19T10-30-05-R4-S2.mrxs",2021-08-19,"RH",,"Ki67","1"
"23293",2020-04-03,2020-04-05,2020-06-26,2020-06-15,"ZL","No",,"HCI -20-23293-BR",1,"yes",,0,"Bottom of brain was completely mush, normal tissue present and underneath brain grey/white mush slightly attached to brain. ... Difficulty breathing, looked sick, slightly mishapen head.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,,,,,,,,,,1,1,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/Not Glioma/slide-2021-08-19T11-10-25-R4-S5.mrxs",2021-08-19,"RH",,"Ki67","1"
"23294",2020-04-03,2020-04-05,2020-07-21,2020-07-21,"ZL","No",,"HCI -20-23294-BR",1,"yes",,1,"Very large tumor growing out of bone on skull at location of injection. Enlarged cranial nerve on posterior right side of head.. ... Very large tumor growing outside of skull + complete paralysis. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,,,,"1",,,,,,1,,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T10-20-05-R4-S1.mrxs",2021-08-19,"RH",,"Ki67","1"
"23527",2020-04-22,2020-04-23,2020-07-27,2020-07-27,"ZL","No",,,1,"yes",,1,"Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve. ... Complete paralysis.. ... 2020-06-04 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,1,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T10-57-31-R4-S4.mrxs",2021-08-19,"RH",,"Ki67","1"
"23291",2020-04-03,2020-04-05,2020-06-29,2020-06-30,"ZL","No",,"HCI -20-23291-BR",1,"yes",,1,"Blind and disfigured from tumors growing on head. ... Effectively blind, tumors on face and head completely swelled eyes shut.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,"1",,,,,,,,,,,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T11-22-56-R4-S6.mrxs",2021-08-19,"RH",,"Ki67","1"
"23966",2020-06-15,2020-06-18,2020-10-02,2020-10-30,"ZL","No",,,1,"yes",,1,"Large tumor growing underneath brain, and small growth under skin on shoulder.. ... Mouse was very sickly barely moving. ... Collected: Brain, tumor underneath brain as well as shoulder tumor. Brain tumor and shoulder tumor used to create cell lines. Frozen sample of nerve tumor as well ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,1,"1",,,,,,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T11-34-26-R4-S7.mrxs",2021-08-19,"RH",,"Ki67","1"
"25767",2020-12-28,2021-12-28,2021-03-17,2021-03-17,"ZL",,"No","HCI-21-25767",,"yes","No",0,"paralyzed. ... Brain looked normal ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,1,,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T11-50-02-R4-S8.mrxs",2021-08-19,"RH",,"Ki67","1"
"25025",2020-10-13,2020-10-14,2021-01-27,2021-01-27,"RH",,"No","HCI-20-25025",,"yes","No",1,"lethargic, domed head, hunched back. ... brain looked hollow, fixed the entire brain just incase it was a rare brain tumor. Brainstem/spinal chord looked enlarged. Not a big enough tumor to justify fixing and freezing a portion, so I just trypsinized it for a cell line. ... Collected: Brain, spinal cord/brain stem ... Formalin Fixed: full brain",1,,,,1,,,,,"1",,,,,,,,,,,1,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T12-05-54-R4-S9.mrxs",2021-08-19,"RH",,"Ki67","1"
"26143",2021-01-31,2021-02-02,2021-06-23,2021-06-23,"RH",,"No",,,,"No",0,"mouse is puffy, not moving around much, slow breathing. ... Brain looked uncharacteristically white and it did not separate from the skull cleanly ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,"Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T12-37-50-R4-S11.mrxs",2021-08-19,"RH",2021-08-03,"Ki67","1"
"25690",2020-12-19,2020-12-22,2021-04-13,2021-04-13,"RH",,"No",,,,,1,"mouse is showing signs of partial paralysis on 4/7. Head is tilted to one side, but still able to move around. Could have gone longer, but no sense risking mouse dying on own. Necropsy showed bulge in left top of skull, under the left side of brain looked to be a glioma, attached a little to the base of the cranial cavity and partially attached to the brain, sort of mushy, cut some off to freeze and make cell line from as well as fixed the rest with the brain ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,"1",,,,,,,,,,,1,1,,,,"Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T13-04-15-R5-S1.mrxs",2021-08-19,"RH",2021-08-03,"Ki67","1"
"23823",2020-05-28,2020-05-29,2020-07-21,2020-07-21,"ZL","No",,"HCI -20-23823-BR",1,"yes",,1,"Very large brain which accounted for domed head, large tumor underneath brain surrounding left frontal cranial nerve.. ... slight domed head and complete paralysis.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T13-17-12-R5-S2.mrxs",2021-08-19,"RH",,"Ki67","1"
"23792",2020-05-23,2020-05-24,2020-08-13,2020-08-13,"ZL","No",,,1,"yes",,1,"small cranial nerve tumor. ... difficulty breathing. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,,1,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T13-32-59-R5-S3.mrxs",2021-08-19,"RH",,"Ki67","1"
"23786",2020-05-23,2020-05-24,2020-07-27,2020-07-27,"ZL","No",,,1,"yes",,2,"Mushy gray tissue underneath brain surrounding cranial nerves, brain softer than normal enlarged as well. ... Completely paralyzed.. ... 2020-07-20 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,1,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-22-36-R2-S6.mrxs",2021-09-16,"RH",2021-09-08,"Ki67","1"
"23866",2020-05-30,2020-06-01,2020-08-07,2020-08-07,"ZL","No",,,1,"yes",,1,"Medium sized necrotic tumor underneath brain surrounding cranial nerves and brain.. ... Weak and sickly with domed head. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,,,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-34-27-R2-S7.mrxs",2021-09-16,"RH",2021-09-08,"Ki67","1"
"25694",2020-12-19,2020-12-22,2021-04-09,2021-04-09,"RH",,"No",,,,,0,"mouse was loosing mobility in hind legs and I didn't want to chance it over the weekend. I noticed a mass of tissue under the brain, not sure if it was an enlarged cranial nerve or that ""necrotic"" tissue Zia noticed before. Growing that tissue as a cell line, but too small for fixing it or freezing it as well ... Collected: Brain, mushy mass under brain ... Formalin Fixed: Brain, mushy mass under brain",1,,,,,1,,,"1",,,,,,,,,,,1,1,,,,"Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-42-31-R2-S8.mrxs",2021-09-16,"RH",2021-09-08,"Ki67","1"
"25741",2020-12-26,2020-12-28,2021-05-14,2021-05-21,"RH",,"No",,,,,1,"mouse looked like it was becoming emanciated and starting to have a hunched back, upon necropsy, there was a cranial nerve tumor somewhat attched to the base of the cranial cavity, and not as attached to the brain. A part of the tumor was fixed with the brain, while another part was frozen and used for a cell line. ... Collected: Brain, cranial nerve tumor ... Formalin Fixed: Brain",1,,,,,,,,"1",,,,,,,,,,,,1,,,,"Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-52-14-R2-S9.mrxs",2021-09-16,"RH",2021-09-08,"Ki67","1"
"26066",2021-01-24,2021-01-26,2021-04-26,2021-04-26,"RH",,"No",,,,,0,"bulge noticed in scrotum and mouse is more emanciated than others in cage, it is a hernia, no sign of tumor ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T20-01-58-R2-S10.mrxs",2021-09-16,"RH",2021-08-03,"Ki67","1"
"26137",2021-01-31,2021-02-02,2021-04-05,2021-04-05,"RH",,"No",,,,,2,"Found dead on a Monday, so could have died up to 3 days earlier. Brain was sort of mushy, so it was not in the best condition, but was able to be removed for histology. No other signs of tumor. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,"B","Ki67","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T20-13-54-R2-S11.mrxs",2021-09-16,"RH",2021-08-03,"Ki67","1"
"23291",2020-04-03,2020-04-05,2020-06-29,2020-06-30,"ZL","No",,"HCI -20-23291-BR",1,"yes",,1,"Blind and disfigured from tumors growing on head. ... Effectively blind, tumors on face and head completely swelled eyes shut.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,"1",,,,,,,,,,,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-16T20-21-50-R2-S12.mrxs",2021-09-16,"RH",2021-09-09,"PERK","4"
"23527",2020-04-22,2020-04-23,2020-07-27,2020-07-27,"ZL","No",,,1,"yes",,1,"Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve. ... Complete paralysis.. ... 2020-06-04 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,1,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T14-24-45-R3-S2.mrxs",2021-09-17,"RH",2021-09-09,"PERK","3"
"23786",2020-05-23,2020-05-24,2020-07-27,2020-07-27,"ZL","No",,,1,"yes",,2,"Mushy gray tissue underneath brain surrounding cranial nerves, brain softer than normal enlarged as well. ... Completely paralyzed.. ... 2020-07-20 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,1,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T14-50-25-R3-S4.mrxs",2021-09-17,"RH",,"PERK","2"
"23823",2020-05-28,2020-05-29,2020-07-21,2020-07-21,"ZL","No",,"HCI -20-23823-BR",1,"yes",,1,"Very large brain which accounted for domed head, large tumor underneath brain surrounding left frontal cranial nerve.. ... slight domed head and complete paralysis.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-13-41-R3-S6.mrxs",2021-09-17,"RH",2021-08-06,"PERK","2"
"23866",2020-05-30,2020-06-01,2020-08-07,2020-08-07,"ZL","No",,,1,"yes",,1,"Medium sized necrotic tumor underneath brain surrounding cranial nerves and brain.. ... Weak and sickly with domed head. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,,,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-25-09-R3-S7.mrxs",2021-09-17,"RH",2021-09-09,"PERK","2"
"23966",2020-06-15,2020-06-18,2020-10-02,2020-10-30,"ZL","No",,,1,"yes",,1,"Large tumor growing underneath brain, and small growth under skin on shoulder.. ... Mouse was very sickly barely moving. ... Collected: Brain, tumor underneath brain as well as shoulder tumor. Brain tumor and shoulder tumor used to create cell lines. Frozen sample of nerve tumor as well ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,1,"1",,,,,,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-33-10-R3-S8.mrxs",2021-09-17,"RH",2021-09-09,"PERK","4"
"25025",2020-10-13,2020-10-14,2021-01-27,2021-01-27,"RH",,"No","HCI-20-25025",,"yes","No",1,"lethargic, domed head, hunched back. ... brain looked hollow, fixed the entire brain just incase it was a rare brain tumor. Brainstem/spinal chord looked enlarged. Not a big enough tumor to justify fixing and freezing a portion, so I just trypsinized it for a cell line. ... Collected: Brain, spinal cord/brain stem ... Formalin Fixed: full brain",1,,,,1,,,,,"1",,,,,,,,,,,1,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-43-10-R3-S9.mrxs",2021-09-17,"RH",2021-09-09,"PERK","4"
"25690",2020-12-19,2020-12-22,2021-04-13,2021-04-13,"RH",,"No",,,,,1,"mouse is showing signs of partial paralysis on 4/7. Head is tilted to one side, but still able to move around. Could have gone longer, but no sense risking mouse dying on own. Necropsy showed bulge in left top of skull, under the left side of brain looked to be a glioma, attached a little to the base of the cranial cavity and partially attached to the brain, sort of mushy, cut some off to freeze and make cell line from as well as fixed the rest with the brain ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,"1",,,,,,,,,,,1,1,,,,"PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-58-44-R3-S10.mrxs",2021-09-17,"RH",2021-08-06,"Rb PERK","2"
"25694",2020-12-19,2020-12-22,2021-04-09,2021-04-09,"RH",,"No",,,,,0,"mouse was loosing mobility in hind legs and I didn't want to chance it over the weekend. I noticed a mass of tissue under the brain, not sure if it was an enlarged cranial nerve or that ""necrotic"" tissue Zia noticed before. Growing that tissue as a cell line, but too small for fixing it or freezing it as well ... Collected: Brain, mushy mass under brain ... Formalin Fixed: Brain, mushy mass under brain",1,,,,,1,,,"1",,,,,,,,,,,1,1,,,,"PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-11-10-R3-S11.mrxs",2021-09-17,"RH",2021-09-09,"PERK","2"
"25741",2020-12-26,2020-12-28,2021-05-14,2021-05-21,"RH",,"No",,,,,1,"mouse looked like it was becoming emanciated and starting to have a hunched back, upon necropsy, there was a cranial nerve tumor somewhat attched to the base of the cranial cavity, and not as attached to the brain. A part of the tumor was fixed with the brain, while another part was frozen and used for a cell line. ... Collected: Brain, cranial nerve tumor ... Formalin Fixed: Brain",1,,,,,,,,"1",,,,,,,,,,,,1,,,,"PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-21-01-R3-S12.mrxs",2021-09-17,"RH",2021-09-09,"PERK","2"
"25767",2020-12-28,2021-12-28,2021-03-17,2021-03-17,"ZL",,"No","HCI-21-25767",,"yes","No",0,"paralyzed. ... Brain looked normal ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,1,,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-52-06-R4-S1.mrxs",2021-09-17,"RH",2021-09-09,"PERK","4"
"26143",2021-01-31,2021-02-02,2021-06-23,2021-06-23,"RH",,"No",,,,"No",0,"mouse is puffy, not moving around much, slow breathing. ... Brain looked uncharacteristically white and it did not separate from the skull cleanly ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,"PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-34-15-R4-S5.mrxs",2021-09-17,"RH",2021-08-21,"Rb PERK","2"
"26137",2021-01-31,2021-02-02,2021-04-05,2021-04-05,"RH",,"No",,,,,2,"Found dead on a Monday, so could have died up to 3 days earlier. Brain was sort of mushy, so it was not in the best condition, but was able to be removed for histology. No other signs of tumor. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T10-46-12-R2-S3.mrxs",2021-09-29,"RH",2021-08-06,"PERK","2"
"23792",2020-05-23,2020-05-24,2020-08-13,2020-08-13,"ZL","No",,,1,"yes",,1,"small cranial nerve tumor. ... difficulty breathing. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,,1,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T10-57-16-R2-S4.mrxs",2021-09-29,"RH",,"Rb PERK","2"
"23294",2020-04-03,2020-04-05,2020-07-21,2020-07-21,"ZL","No",,"HCI -20-23294-BR",1,"yes",,1,"Very large tumor growing out of bone on skull at location of injection. Enlarged cranial nerve on posterior right side of head.. ... Very large tumor growing outside of skull + complete paralysis. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,,,,"1",,,,,,1,,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T11-28-51-R2-S6.mrxs",2021-09-29,"RH",2021-09-09,"PERK","3"
"26066",2021-01-24,2021-01-26,2021-04-26,2021-04-26,"RH",,"No",,,,,0,"bulge noticed in scrotum and mouse is more emanciated than others in cage, it is a hernia, no sign of tumor ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,,"B","PERK","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-10-06T13-30-13-R1-S1.mrxs",2021-10-06,"RH",2021-10-04,"PERK","5"
"23786",2020-05-23,2020-05-24,2020-07-27,2020-07-27,"ZL","No",,,1,"yes",,2,"Mushy gray tissue underneath brain surrounding cranial nerves, brain softer than normal enlarged as well. ... Completely paralyzed.. ... 2020-07-20 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,1,,,"B","PTEN","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T12-56-50-R1-S4.mrxs",2021-09-24,"RH",2021-09-21,"Pten","4"
"23823",2020-05-28,2020-05-29,2020-07-21,2020-07-21,"ZL","No",,"HCI -20-23823-BR",1,"yes",,1,"Very large brain which accounted for domed head, large tumor underneath brain surrounding left frontal cranial nerve.. ... slight domed head and complete paralysis.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,,,,"B","PTEN","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T15-22-03-R2-S4.mrxs",2021-09-24,"TE",2021-09-21,"PTEN","4"
"23294",2020-04-03,2020-04-05,2020-07-21,2020-07-21,"ZL","No",,"HCI -20-23294-BR",1,"yes",,1,"Very large tumor growing out of bone on skull at location of injection. Enlarged cranial nerve on posterior right side of head.. ... Very large tumor growing outside of skull + complete paralysis. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,,,,"1",,,,,,1,,,,"B","PTEN","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T12-22-12-R1-S1.mrxs",2021-09-24,"TE",2021-09-21,"PTEN","4"
"23527",2020-04-22,2020-04-23,2020-07-27,2020-07-27,"ZL","No",,,1,"yes",,1,"Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve. ... Complete paralysis.. ... 2020-06-04 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,1,,,"B","PTEN","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T12-32-45-R1-S2.mrxs",2021-09-24,"TE",2021-09-21,"PTEN","4"
