mouse_num,dob,injection_date,sac_date,nec_date,nec_by,dox_tx,zinc_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,tumor_bool,comments,tis_brain,tis_optic_n,tis_lung,tis_liver,tis_spinal_c,tis_cran_n,tis_eye,unknown_t1,tum_neck,tum_cran_n,tum_spinal_c,tum_head,tum_low_back_ribs,tum_skin,tum_extracranial,tum_shoulder,tum_brain,tum_kidney,tum_bladder,tum_eye,paralysis,abnormal_appearance,nec_NED,xclude,necropsy_file_path
25767,2020-12-28,2021-12-28,2021-03-17,2021-03-17,ZL,,No,HCI-21-25767,,yes,No,0,paralyzed. ... Brain looked normal ... Collected: Brain ... Formalin Fixed: full brain,1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25767.xlsx
25782,2020-12-29,2021-12-30,2021-05-28,2021-05-28,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25782.xlsx
25783,2020-12-29,2021-12-30,2021-05-28,2021-05-28,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25783.xlsx
25784,2020-12-29,2021-12-30,2021-05-28,2021-05-28,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25784.xlsx
25785,2020-12-29,2021-12-30,2021-05-28,2021-05-28,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25785.xlsx
25786,2020-12-29,2020-12-30,2021-01-27,2021-01-27,RH,,No,HCI-20-25786-11,,yes,No,1,"found dead, domed head noticed day before. ... brain looked hollow. This is a Cre injection, so tumor is not expected. This is probably just hydrocephalus as a result of injection ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25786-11.xlsx
25787,2020-12-29,2021-12-30,2021-05-28,2021-05-28,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25787.xlsx
25788,2020-12-29,2021-12-30,2021-05-28,2021-05-28,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25788.xlsx
25825,2021-11-11,2021-11-13,2021-12-28,2021-12-28,GP,,No,,,,,1,"domed head. ... Paralyzed left side,Trouble breathing,Dome head. ... Probable intracranial tumor; sacked for left side paralysis and trouble breathing. Frontal lobe was caved in (from tumor)? Unable to isolate tumor separately so took entire brain, as well as lungs, liver. ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,1,,,,1,1,,,
26007,2021-01-20,2021-01-22,2021-04-13,2021-04-13,RH,,No,,,,,1,"nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology) ... Collected: Brain, spinal cord tumor ... Formalin Fixed: Brain, spinal cord tumor",1,,,,,,,,,,1,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26007.xlsx
26008,2021-01-20,2021-01-22,2021-06-08,2021-06-08,RH,,No,,,,,0,"partially closed, and starting to loose mobility in hind legs, no sign of tumor upon necropsy ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26008.xlsx
26009,2021-01-20,2021-01-22,2021-03-29,2021-03-30,RH,,No,,,,,1,"large head tumor. ... Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from. ... Collected: Brain and head tumor ... Formalin Fixed: Brain and head tumor",1,,,,,,,,,,,1,,,,,,,,,,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26009.xlsx
26010,2021-01-20,2021-01-22,2021-04-13,2021-04-13,RH,,No,,,,,1,"nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology) ... Collected: Brain, spinal cord tumor ... Formalin Fixed: Brain, spinal cord tumor",1,,,,,,,,,,1,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26010.xlsx
26011,2021-01-20,2021-01-22,2021-03-26,2021-03-26,RH,,No,,,,,0,"hind legs were starting to become paralyzed. ... hind legs starting to loose mobility, would have probably become paralyzed over the weekend. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-26011.xlsx
26013,2021-01-20,2021-01-22,2021-04-13,2021-04-13,RH,,No,,,,,1,"showing partial paralysis on 4/12, decided to sack next day to avoid risk of finding dead, little nub in front of brain, not sure if anything though, normal looking everywhere else including spine. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26013.xlsx
26014,2021-01-20,2021-01-22,2021-04-12,2021-04-12,RH,,No,,,,,1,"severly paralized to where it looks like it couldn't control bowel movements or urination, noticed on a Monday, but looked fine when it was last looked at on a Friday. Upon necropsy, brain looks normal, huge tumor around the base of the spinal cord, some of the tumor was frozen, used to make a cell line, and fixed. ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,,T1,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26014.xlsx
26022,2021-01-20,2021-01-22,2021-04-01,2021-04-01,RH,,No,,,,,1,"tumor on head above left eye. ... Head tumor did not appear to grow out from eye or ear, was separate from the skin, attached to the skull, no vasculature except on the periphery. Attached to the brain, but not by much is a small ball right at the front of it. That ball was preserved as well, but may or may not make it into the slides. Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from. ... Collected: Brain and head tumor ... Formalin Fixed: Brain and head tumor",1,,,,,,,,,,,1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26022.xlsx
26023,2021-01-20,2021-01-22,2021-05-10,2021-05-10,RH,,No,,,,,2,"bump on head noticed 4/23/21, sacked when it was big enough to harvest for a cell line, fix, and freeze ... Collected: Brain, head tumor ... Formalin Fixed: Brain, head tumor",1,,,,,,,,,,,1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26023.xlsx
26024,2021-01-20,2021-01-22,2021-03-17,2021-03-17,ZL,,No,HCI-21-26024,,yes,No,1,Sacked for tumor size. ... Massive tumor encasing head. Brain unremovable. ... Collected: Brain ... Formalin Fixed: full brain,1,,,,,,,,,,,1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26024.xlsx
26037,2021-01-20,2021-01-22,2021-04-01,2021-04-01,RH,,No,,,,,1,"looked like a domed head at first that manifested as a large head tumor. ... Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from. ... Collected: Brain and head tumor ... Formalin Fixed: Brain and head tumor",1,,,,,,,,,,,1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26037.xlsx
26038,2021-01-24,2021-01-26,2021-04-13,2021-04-13,RH,,No,,,,,1,"tiny mass on top of skull, could see some tissue is on opposite side (inside) of skull as well, fixed entire piece of skull with that possible beginning of a tumor, will need to decalify if submitting to histology ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,,,T1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26038.xlsx
26039,2021-01-24,2021-01-26,2021-04-05,2021-04-05,RH,,No,,,,,1,"losing mobility in hind legs, fully paralyzed when it was sacked ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26039.xlsx
26040,2021-01-24,2021-01-26,2021-04-22,2021-04-22,RH,,No,,,,,0,"Mouse was found dead. No sign of tumor upon necropsy. Behavior was first noted on 4/16, but mouse never appeared like it required euthanasia. Brain was able to be harvested in one piece.. ... behavior reported 4/16/21, eyes looking partially closed ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26040.xlsx
26061,2021-01-24,2021-01-26,2021-05-05,2021-05-05,RH,,No,,,,,0,"lossing mobility, everything looked normal upon necropsy ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26061.xlsx
26062,2021-01-24,2021-01-26,2021-04-26,2021-04-26,RH,,No,,,,,1,"tumor on shoulder noticed 4/23/21, found dead, brain was sort of mush, tumors also noticed on lower spinal cord after necropsy ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,1,,,,,1,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26062.xlsx
26063,2021-01-24,2021-01-26,2021-04-26,2021-04-26,RH,,No,,,,,0,"dragging legs 4/26/21, no other sign of tumor ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26063.xlsx
26064,2020-10-19,2020-10-19,2021-03-18,2021-03-18,RH,,No,,,,,1,"large head tumor, no other symptoms. ... Brain appears normal, head tumor is outside of the skull, one piece was frozen, one piece was used to create a cell line, and the rest of the head tumor was fixed. ... Collected: Brain and head tumor ... Formalin Fixed: Brain and head tumor",1,,,,,,,,,,,1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-26064.xlsx
26065,2021-01-24,2021-01-26,2021-04-26,2021-04-26,RH,,No,,,,,1,"small bump noticed on top of head  on 4/15, showing more paralysis on 4/26/21, upon necropsy there was a top of head tumor which was small and only peeled off the skull with a piece of skull attached and fixed -T1. Tumor around the lower spinal cord was also minimal and used only to make a cell line - T2. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,T2,T1,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26065.xlsx
26066,2021-01-24,2021-01-26,2021-04-26,2021-04-26,RH,,No,,,,,0,"bulge noticed in scrotum and mouse is more emanciated than others in cage, it is a hernia, no sign of tumor ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26066.xlsx
26067,2021-01-24,2021-01-26,2021-05-05,2021-05-05,RH,,No,,,,,2,"mouse was bloated with lots of gas built up in digestive tract, mouse was also acting less active and hunched over, there were 4 masses around the front and sides of the neck which were harvested for histology, freezing, and cell line - possibly lymph nodes given their symetry, brain has a little nub in the front of it that looked larger than normal ... Collected: Brain and neck tumors ... Formalin Fixed: Brain, neck tumor (lymph node?)",1,,,,,,,,1,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26067.xlsx
26068,2021-01-24,2021-01-26,2021-05-14,2021-05-14,RH,,No,,,,,1,"mouse is paralyzed with a partially closed left eye, upon necropsy there is an enlarged cranial nerve on both sides, which was only used for a cell line (T1). There was also a tumor found on the spinal cord (T2) also just used for cell line. ... Collected: Brain, cranial nerve tumor (T1), and spinal cord tumor (T2) ... Formalin Fixed: Brain",1,,,,,,,,,T1,T2,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26068.xlsx
26069,2021-01-25,2021-12-30,2021-06-14,2021-06-14,RH,,No,,,,,1,"Found dead. Noticed lower spine tumor on 6/9, lost mobility on 6/11, paralyzed on 6/12. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,1,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26069.xlsx
26137,2021-01-31,2021-02-02,2021-04-05,2021-04-05,RH,,No,,,,,2,"Found dead on a Monday, so could have died up to 3 days earlier. Brain was sort of mushy, so it was not in the best condition, but was able to be removed for histology. No other signs of tumor. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26137-00.xlsx
26139,2021-01-31,2021-02-02,2021-05-05,2021-05-05,RH,,No,,,,,1,"bloated looking due to gut full of gas, breathing heavy, enlarged masses around neck (T1) similar to 26067 (may be lymph nodes, might have missed these in previous mice) - these were fixed, frozen and used for a cell line, Also had a mushy mass under the brain (T2) which was used for a cell line ... Collected: Brain, neck tumor (lyph node?) T1, cranial nerve mush under brain (T2) ... Formalin Fixed: Brain, T1",1,,,,,,,,T1,T2,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26139.xlsx
26140,2021-01-31,2021-02-02,2021-07-01,2021-07-01,RH,,No,,,,,1,"mouse appeared normal prior to necropsy, brain was being pushed from a large tumor underneith that was attached to the base of the cranial cavity, possibly from a cranial nerve (right side), a photo was taken. Tumor was very firm and white looking, It was split 3 ways for freezing, cell line, and fixing. I included the tumor along with the brain in the same parafin block. ... Collected: Brain, cranial nerve tumor ... Formalin Fixed: Brain, cranial nerve tumor",1,,,,,,,,,1,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26140.xlsx
26141,2021-01-31,2021-02-02,2021-05-14,2021-05-17,RH,,No,,,,,1,"mouse had a domed head, was hunched over, not grooming, and breathing heavy, there was a massive tumor under the brain and attached to the base of the cranial cavity, froze portion of tumor and used for cell line. ... Collected: Brain, cranial nerve tumor ... Formalin Fixed: Brain",1,,,,,,,,,1,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26141.xlsx
26142,2021-01-31,2021-02-02,2021-04-29,2021-04-29,RH,,No,,,,,0,"starting to drag hind legs on 4/26/21, noticed left eye not fully open on 4/27/21, weeker and more emanciated than the cagemates so sacked before I find it dead, nothing abnormal noticed upon necropsy ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26142.xlsx
26143,2021-01-31,2021-02-02,2021-06-23,2021-06-23,RH,,No,,,,No,0,"mouse is puffy, not moving around much, slow breathing. ... Brain looked uncharacteristically white and it did not separate from the skull cleanly ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26143.xlsx
26274,2021-02-19,2020-12-22,2021-05-26,2021-05-26,RH,,No,,,,,1,"tumor noticed on base of spine, no other symptom or abnormality observed after necropsy, part of tumor was fixed, part was used for a cell line, and part was frozen ... Collected: Brain, spine tumor ... Formalin Fixed: Brain, spine tumor",1,,,,,,,,,,1,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-26274.xlsx
26275,2021-02-19,2021-02-21,2021-05-05,2021-05-05,RH,,No,,,,,0,"hunched, emanciated, partial paralysis, brain looked a little puffy ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26275.xlsx
26276,2021-02-19,2021-02-21,2021-05-17,2021-05-17,RH,,No,,,,,1,"tumor observable on the base of spine (T1), mouse is showing partial paralysis in hind legs, also small head tumor developing (T2), froze and made cell lines of each tumor and fixed part of T1. ... Collected: Brain, spinal cord tumor (T1), head tumor (T2) ... Formalin Fixed: Brain, T1",1,,,,,,,,,,T1,T2,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26276.xlsx
26277,2021-02-19,2021-02-21,2021-05-05,2021-05-05,RH,,No,,,,,0,"hunched back, becoming paralyzed, brain looked a little puffy with a possible whiter section on the bottom ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26277.xlsx
26278,2021-02-19,2021-02-21,2021-04-23,2021-04-23,RH,,No,,,,,0,"mouse was observed to be partially paralyzed, and I didn't want to leave it over the weekend. Nothing looked abnormal upon necropsy. ... behavior reported 4/23/21, partially paralyzed on hind legs ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26278.xlsx
26279,2021-02-19,2021-02-21,2021-04-13,2021-04-13,RH,,No,,,,,1,"head tumor observed, so sacked before it got too big, made cell line with it, froze a piece and fixed it. Tumor was first observed within 5 days of 4/13, but exact date was not recorded. ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,,,T1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26279.xlsx
26280,2021-02-19,2021-02-21,2021-05-05,2021-05-05,RH,,No,,,,,0,"mouse was bloated and looks like it is full of gas, there was an enlarged cranial nerve that was just kept for making a cell line with ... Collected: Brain, cranial nerve ... Formalin Fixed: Brain",1,,,,,1,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26280.xlsx
26281,2021-02-19,2021-02-21,2021-05-17,2021-05-19,RH,,No,,,,,2,"partially paralyzed on hind legs, mass observed on base of cranial cavity between the cranial nerves, used for a cell line, brain may have looked a little puffy ... Collected: Brain, cranial nerve tumor ... Formalin Fixed: Brain",1,,,,,,,,,1,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26281.xlsx
26282,2021-02-19,2021-02-21,2021-05-14,2021-05-17,RH,,No,,,,,0,"mouse was paralyzed, but nothing looked abnormal after necropsy ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26282.xlsx
26305,2021-02-21,2021-02-21,2021-05-10,2021-05-10,RH,,No,,,,,1,"mouse was hunched over, not moving much, and looked emanciated/sick, upon necropsy there was a large tumor under the brain that was not attached to the brain, but it was difficult to remove from the bottom of the cranial cavity, this is possibly growing from the left cranial nerve ... Collected: Brain, cranial nerve tumor ... Formalin Fixed: Brain, cranial nerve tumor",1,,,,,,,,,1,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26305.xlsx
26307,2021-02-21,2021-02-21,2021-04-13,2021-04-13,RH,,No,,,,,1,"mouse was sort of small and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,,,T1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26307-01.xlsx
26308,2021-02-19,2021-02-21,2021-05-17,2021-05-19,RH,,No,,,,,0,"partially paralyzed in hind legs, everything else looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26308.xlsx
26310,2021-02-21,2021-02-21,2021-04-13,2021-04-13,RH,,No,,,,,1,"mouse was small and a little emanciated or underdeveloped, and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,,,T1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26310.xlsx
26311,2021-02-21,2021-02-21,2021-04-13,2021-04-13,RH,,No,,,,,1,"mouse was small and a little emanciated or underdeveloped, and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,,,T1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26311.xlsx
28200,2021-10-12,2021-10-14,2022-01-30,2022-01-30,KC,,No,,,,,1,"Lethargic, red discharge around eye. ... intracranial tumor, under left hemisphere, appears to be an optic tumor, sacked for lethargy and red discharge around eye, tumor was attached to skull, all other organs appeared normal. ... 1/20/22 lethargic and red discharge around eye ... Collected: Brain, Lungs, Liver, T1 ... Formalin Fixed: Brain, Lungs, Liver, T1",1,,1,1,,,,,,,,,,,,,T1,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28200-00.xlsx
28202,2021-10-12,2021-10-14,2021-12-27,2021-12-27,RE,,No,,,,,1,"intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal. ... Collected: Brain, Lungs, Liver, T1 ... Formalin Fixed: Brain, Lungs, Liver, T1",1,,1,1,,,,,,,,,,,,,T1,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-28202-10.xlsx
28203,2021-10-12,2021-10-13,2022-01-03,2022-01-03,RE,,No,,,,,1,"Little Mobility in back legs,Trouble breathing,Red, sunken eyes,Extremely Underweight. ... Red, sunken eyes, possible blood clot on the liver, extracranial tumor, soft brain, little mobility on back legs, extremely underweight, normal lungs ... Collected: T1, Brain, Lungs, Liver ... Formalin Fixed: T1, Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,T1,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-28203-11.xlsx
28204,2021-10-12,2021-10-14,2022-01-03,2021-01-03,RE,,No,,,,,0,"Red, Sunken Eyes,Head bulge. ... Red, sunken eyes, head bulge, soft skull, fat on heart, no obs. Tumor, possible blood clot on liver ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-28204-00.xlsx
28207,2021-10-12,2021-10-14,2021-12-15,2021-12-16,KC,,No,,,,,1,"Tumor was on top of head, but did not go into the skull. The skull was intact and brain appeared normal. Lungs and Liver appeared normal ... Collected: Brain, Lungs, Liver, T1 ... Formalin Fixed: Brain, Lungs, Liver, T1",1,,1,1,,,,,,,,T1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-28207-10.xlsx
28208,2021-10-12,2021-10-14,2021-12-22,2021-12-22,RE,,No,,,,,1,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... Collected: Brain, Lungs, Liver, T1, T2, T3 ... Formalin Fixed: Brain, Lungs, Liver, T1, T2, T3",1,,1,1,,,,,,,,,,,T1,,,T2,T3,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-28208-11.xlsx
28526,2021-11-11,2021-10-20,2022-03-07,2022-03-07,KC,,No,,,,No,1,"Glioma, tumor was so large that there was a change of shape to the skull, tumor was attached to the optic nerve. ... No visible head tumor, bulging eyeball,Hunched posture. ... Swollen brain, blood in the skull prior to skull incision, large tumor under brain attached to optic nerve ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,1,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28526-01.xlsx
28527,2021-11-11,2021-10-20,2022-01-20,2022-01-20,KC,,No,,,,No,1,"Large head tumor, could barely open eyes,Weight loss. ... Large head tumor, skull was friable but there was no evidence of invasion into the brain from the head tumor,All other organs appeared normal ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28527-03.xlsx
28528,2021-11-11,2021-10-20,2022-03-23,2022-02-28,KC,,No,,,,No,2,"Potentially. Nothing visible, but symptoms consistent with glioma. ... Sqiunted eyes,Lack of mobility,general malaise. ... Swollen brain, watery and soft. Lungs and liver looked healthy.,No primary tumor visible ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28528-10.xlsx
28529,2021-11-11,2021-10-20,2022-02-28,2022-02-28,KC,,No,,,,No,1,"Glioma, tumor was so large that there was a change of shape to the skull, and paralysis present. ... Visible head tumor,Back leg paralysis. ... Swollen brain, blood in the skull prior to skull incision ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,1,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28529-11.xlsx
28530,2021-11-11,2021-10-20,2022-02-15,2022-02-15,RF,,No,,,,No,1,"Glioma, no tumor visible but paralysis present. ... No visible tumor,Back leg paralysis. ... Swollen brain, blood in the skull prior to skull incision ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28530-00.xlsx
28531,2021-11-11,2021-10-20,2022-02-15,2022-02-15,RF,,No,,,,No,1,"Glioma, no tumor visible but paralysis present. ... No visible tumor,Back leg paralysis,Stopped grooming, looked unwell. ... Swollen brain, blood in the skull prior to skull incision,Brain was incredibly soft, difficult to remove,anatomy looked otherwise healthy ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28531-01.xlsx
