mouse_num,initials,nec_date,disposition,sex,strain,sac_date,injection_date,virus,evidence_of_tumor,date_tumor_reported,dox_tx,genotype,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,additional_comments,rcas_injection,injection_route,x_4,dob,t,tissue_br,tissue_optic_n,tissue_lung,tissue_liver,tumor_evidence
25687,RH,2021-05-20,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-05-20,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"no abnormalities upon necropsy, sacked for experimental endpoint",NA,NA,NA,2020-12-19,Brain,1,NA,NA,NA,NA
22926,GP,2020-05-24,Large tumor invading left eye/domed head,M,N-TVA;Ptenf/f;ATRXf/f;Cas9f/f;Ink4af/f,2020-05-24,2020-03-05,RCAS Cre-U6sgRNA-ex2-NF1,Yes,43975,No,N-TVA;Ptenf/f;ATRXf/f;Cas9f/f;Ink4af/f,extracranial tumor,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-03-03,"Brain, extracranial tumor",1,NA,NA,NA,1
23021,ZL,2020-06-06,"Large domed head and disfigurement, difficulty moving back legs",M,N-TVA;Ptenf/f;ATRXf/f;Cas9f/f;Ink4af/f,2020-06-06,2020-03-05,RCAS Cre-U6sgRNA-ex2-NF1,"Uppon Necropsy massive tumor enveloping brain, face, and growing outside skull",43975,No,N-TVA;Ptenf/f;ATRXf/f;Cas9f/f;Ink4af/f,,NA,Yes,HCI -20-23021-BR,1,Yes,NA,,Yes,intracranial,NA,2020-03-03,Brain,1,NA,NA,NA,NA
23269,ZL,2020-09-02,Experimental end date,F,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,2020-09-02,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,N/A,No,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-01,Brain,1,NA,NA,NA,NA
23270,ZL,2020-07-01,Mouse was fully paralyzed,F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-01,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked relatively normal,44011,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23270-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-17,Brain,1,NA,NA,NA,NA
23271,ZL,2020-07-21,"Slightly disfigured face, swollen eyes (no tumor seen outside skull), and paralyzed",F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-21,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Indentation on top of head between lobes was filled with liquid,44033,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23271-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-01,Brain,1,NA,NA,NA,NA
23286,ZL,2020-07-13,Completely paralyzed,F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-13,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Slightly enlarged cranial nerves but brain looked normal,43999,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23286-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23287,ZL,2020-07-01,"Large tumor growing through eye, eye burst open.",F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-01,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Large white mass underneath brain and enveloping cranial nerves. Tumor present outside skull on eye as well.,43999,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23287-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23288,ZL,2020-06-15,"Very large domed head, disfigurement, growth over eye and paralyzation of back legs.",F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-06-15,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Paralyzation and large growth coming out of head,43986,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23288-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23289,ZL,2020-06-19,Paralyzed,F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-06-19,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Animal was found paralyzed with inability to move any of its body from the front legs down.,43993,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23289-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23290,ZL,2020-07-13,Completely paralyzed,F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-13,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Slightly enlarged cranial nerves but brain looked normal,43999,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23290-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
25688,RH,2021-05-20,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-05-20,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,head tumor,No,Brain,NA,NA,NA,NA,"tumor on top of head first observed on 5/19/21, sacked 5/20/21 for experimental endpoint, everything else looks normal upon necropsy, froze part of head tumor and made cell line with it.",NA,NA,NA,2020-12-19,"Brain, head tumor",1,NA,NA,NA,NA
23291,ZL,2020-06-30,"Effectively blind, tumors on face and head completely swelled eyes shut.",F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-06-29,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Blind and disfigured from tumors growing on head,44011,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23291-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23292,ZL,2020-08-26,Mouse was completely paralyzed,M,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,2020-08-26,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,44068,No,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23293,ZL,2020-06-15,"Difficulty breathing, looked sick, slightly mishapen head.",M,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-06-26,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,"Bottom of brain was completely mush, normal tissue present and underneath brain grey/white mush slightly attached to brain",43998,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23293-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23294,ZL,2020-07-21,Very large tumor growing outside of skull + complete paralysis,F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-21,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Very large tumor growing out of bone on skull at location of injection. Enlarged cranial nerve on posterior right side of head.,44033,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23294-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23295,ZL,2020-07-27,3-4 Tumors on head larger than 2 cm,F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-27,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Brain slightly smaller than would be expected but otherwise normal,43998Slight domed head noticed,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23296,ZL,2020-06-15,"complete paralysis, and extreme hunched back",F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-06-26,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,brain looked normal if a little weird shaped.,43999,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23296-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23821,ZL,2020-08-21,TVA- Sacked as a control,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-21,2020-05-29,RCAS Cre-U6sgRNA-ex2-NF1,Evrything appeared normal,N/A,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-28,Brain,1,NA,NA,NA,NA
23298,ZL,2020-07-08,Completely paralyzed,M,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-08,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,"Completely paralyzed, unable to void properly, brain looked normal.",44018,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23298-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23822,ZL,2020-08-07,Completely paralyzed,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-11,2020-05-29,RCAS Cre-U6sgRNA-ex2-NF1,"slight domed head with liquid, small necrotic tumor on cranial nerve.",44039,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-28,Brain,1,NA,NA,NA,NA
23300,ZL,2020-06-12,"Mouse could not move hind legs or front of body, difficulty walking",M,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-06-12,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Diffiulty moving and walking,43994,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23300-BR,1,Yes,NA,No domed head was noted,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
25689,ZL,2021-02-10,Paralyzed,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-02-10,2021-12-22,RCAS Cre-U6sgRNA-ex2-NF1,No,2/9/2021 (paralysis),NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-20-25689,NA,yes,No,"Brain looked normal, no tumor noted anywhere on body/spinal cord.",NA,NA,NA,2020-12-19,Brain,1,NA,NA,NA,0
23301,ZL,2020-07-01,Paralyzed and difficulty breathing.,M,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-17,2020-04-05,RCAS Cre-U6sgRNA-ex2-NF1,Brain and spinal cord looked normal. Cranial nerves on left posterior portion slightly enlarged.,44020,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23301-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-03,Brain,1,NA,NA,NA,NA
23397,ZL,2020-06-26,complete paralysis + very hunched back,F,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,2020-06-26,2020-04-11,RCAS Cre-U6sgRNA-ex2-NF1,:arge white tumor underneath left parietal lobe,43990,No,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23397-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-10,Brain,1,NA,NA,NA,NA
23399,ZL,2020-08-04,No symptoms TVA-,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-04,2020-04-11,RCAS Cre-U6sgRNA-ex2-NF1,No,N/A,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,spinal cord intact,NA,Yes,NA,1,NO,NA,,Yes,intracranial,NA,2020-04-10,"Brain, spinal cord intact",1,NA,NA,NA,0
23400,ZL,2020-06-01,Mouse had difficulty moving and breathing,M,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,2020-06-01,2020-02-20,RCAS Cre-U6sgRNA-ex2-NF1,Diffiulty moving and walking,43971,No,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23400-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-10,Brain,1,NA,NA,NA,NA
23460,ZL,2020-09-11,Prolapsed Uterus,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-09,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,N/A,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-18,Brain,1,NA,NA,NA,NA
23461,ZL,2020-06-19,Paralyzed,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-06-19,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,Animal was found paralyzed with inability to move any of its body from the front legs down.  Difficulty breathing,43993,No,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23461-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-18,Brain,1,NA,NA,NA,NA
23463,ZL,2020-06-30,"Mouse looked sick, blood coming out of ears and extrememly large tumor growth on skull.",M,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,2020-06-29,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked small with part of skull caved in under tumor. Extremely large tumor mass found surroundiong entire skull.,43994,No,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23463-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-18,Brain,1,NA,NA,NA,NA
23464,ZL,2020-07-08,Paralyzed with small tumor growing on eye,M,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,2020-07-08,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,Paralyzed with small tumor growing on face. No apparent tumor on skull brain looked normal.,43986,No,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23464-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-18,Brain,1,NA,NA,NA,NA
23465,ZL,2020-06-30,"Mouse looked sick, blood coming out of ears and extrememly large tumor growth on skull.",M,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,2020-06-29,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked small with part of skull caved in under tumor. Extremely large tumor mass found surroundiong entire skull.,43994,No,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23465-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-18,Brain,1,NA,NA,NA,NA
23466,ZL,2020-07-21,"Lack of grooming, difficulty breathing, looked weak and sickly.",M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-07-21,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked gray and pale but otherwise normal.,6/4/2020 (noticed animal looked sickly),No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23466-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-18,Brain,1,NA,NA,NA,NA
25693,RH,2021-03-22,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-22,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,hind legs were partially paralyzed,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"One cranial nerve looked enlarged. Not quite big enough to try to also freeze and make a cell line from, and lost it when changing from formalin to EtOH.",NA,NA,NA,2020-12-19,Brain,1,NA,NA,NA,NA
23467,ZL,2020-08-05,"Domed head, weak and sickly, difficulty breathing",F,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,2020-08-05,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,Very large tumor underneath brain emanating from left optic cranial nerve,44020,No,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-19,Brain,1,NA,NA,NA,NA
23468,ZL,2020-08-26,Mouse was very sick difficulty breathing,F,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,2020-08-26,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,44069,No,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-19,Brain,1,NA,NA,NA,NA
23469,RH,2020-07-16,paralyzed lower limbs,M,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-16,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,"Slightly enlarged cranial nerves but brain looked normal, mouse was paralyzed","7/15/2020, paralysis noted",No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,spinal cord,NA,Yes,HCI -20-23469-BR,1,Yes,NA,HCI-20-23469-SpCo,Yes,intracranial,NA,2020-04-19,"Brain, spinal cord",1,NA,NA,NA,NA
23470,ZL,2020-06-30,Paralyzed + disfiguremnt from ttumors on face,M,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-06-29,2020-04-20,RCAS Cre-U6sgRNA-ex2-NF1,"Was paralyzed, had tumor growing outside the skull (small), and large white mass found underneath brain.",43994,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23470-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-19,Brain,1,NA,NA,NA,NA
23522,ZL,2020-06-30,Completely paralyzed,F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-06-29,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,Completely paralyzed,44011,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23522-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-22,Brain,1,NA,NA,NA,NA
23523,ZL,2020-06-19,Paralyzed,F,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,2020-06-19,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,paralyzed,43993,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23523-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-22,Brain,1,NA,NA,NA,NA
23524,RH,2020-07-16,Right eye is enlarged and could rupture,M,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-16,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,Tumor behind right eye. Looks like a tumor of the occular nerve. Brain looks normal otherwise.,44020,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,"eye, spinal cord (not intact)",NA,Yes,HCI -20-23524-BR,1,Yes,NA,"HCI-20-23524-SpCo,HCI-20-23524-Ey",Yes,intracranial,NA,2020-04-22,"Brain, eye, spinal cord (not intact)",1,NA,NA,NA,NA
23525,ZL,2020-09-17,Bloody cutaneous tumro growing on side,M,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,2020-09-17,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,Tumor present on side of body weird fatty skin growth. Brain looked normal,44063,No,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,"Tumor and brain, tumor tissue frozen, cell line started, and formalin fixed",NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-22,"Tumor and brain, tumor tissue frozen, cell line started, and formalin fixed",1,NA,NA,NA,NA
23526,ZL,2020-06-30,Paralyzed with large tumor growing on skull,F,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-06,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,"Completely paralyzed, and large tumor covering entired skull. Brain underneath skull appeared normal",44011,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23526-BR,1,Yes,NA,,Yes,intracranial,NA,2020-04-22,Brain,1,NA,NA,NA,NA
23527,ZL,2020-07-27,Complete paralysis,M,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-27,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve,43986Slight domed head noticed,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-22,Brain,1,NA,NA,NA,NA
25695,RH,2021-03-29,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-29,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,"limited mobility noticed, later tumor noticed on back",44270,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and lower back tumor,No,Brain and tumor,NA,NA,NA,NA,Found dead on a Monday. No conditions noticed on Friday. Could have died over weekend.,NA,NA,NA,2020-12-19,Brain and lower back tumor,1,NA,NA,NA,NA
23528,ZL,2020-08-07,"difficulty breathing, domed head, sick",M,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,2020-08-11,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,"small tumor ontop of skull, brain looked normal",44047,No,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-22,Brain,1,NA,NA,NA,NA
23783,ZL,2020-08-10,Completely paralyzed? Animal was found dead but had weakness in legs beforehand,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-09,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,"Brain was soft but most likely from being dead a little while, everything appeared normal",44050,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23784,ZL,2020-09-17,Mouse was paralyzed,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-17,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked normal no evidence of tumor on spine either,44088,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,brain,1,NA,NA,NA,NA
23786,ZL,2020-07-27,Completely paralyzed,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-07-27,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,"Mushy gray tissue underneath brain surrounding cranial nerves, brain softer than normal enlarged as well",44032Slight domed head noticed,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23787,ZL,2020-08-04,Completely paralyzed,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-04,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,Small necrotic tumor underneath brain surrounding left cranial nerves,44042,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23789,ZL,2020-08-13,Paralyzed,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-13,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,brain looked normal,44039,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23790,ZL,2020-08-13,domed head + difficulty breathing,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-13,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,"Large tumor growing on skull, brain appeared normaln if slightly smaller.",44039,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23791,ZL,2020-07-31,"domed head, weak/paralyzed body, difficulty breathing",F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-07-31,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,"tumor underneath brain surrounding cranial nerves, very soft necrotic tissue surrounding brain",44039,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
