mouse_num,nec_by,nec_date,sac_date,injection_date,virus,formalin_fixed,parafin_block,gross_visualization_of_lung_nodules,rcas_injection,dob,t,comments,tumor_bool,tis_brain,tis_optic_n,tis_lung,tis_liver,tis_spinal_c,tis_cran_n,tis_eye,tum_neck,tum_cran_n,tum_spinal_c,tum_head,tum_low_back_ribs,tum_skin,tum_extracranial,tum_shoulder,tum_brain,tum_kidney,tum_bladder,tum_eye,paralysis,abnormal_appearance,nec_NED,xclude
25748,RH,5/10/2021,5/10/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,12/26/2020,Brain,"breathing heavy, hind legs paralyzed, no observable tumor",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
25764,RH,4/2/2021,4/2/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,Brain and cranial nerve tumor,NA,NA,NA,12/28/2020,Brain and cranial nerve tumor,"started looking lethargic, back became more arched, not moving around much and wanted to sack before it possibly dies on its own over the weekend. ... Also started a cell line from the cranial nerve tumor, which looked like an enlarged mass not connected to the brain, but effecting both sides of the large cranial nerve that is under the optic nerve. Both sides were harvested as one, with a piece of both fixed. No sample was frozen.",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
25766,ZL,3/3/2021,3/3/2021,12/28/2021,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-25766,No,NA,12/28/2020,Brain,paralysis. ... Brain was completely hollow and filled with liquid. Mouse sacked due to paralysis,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25767,ZL,3/17/2021,3/17/2021,12/28/2021,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-25767,No,NA,12/28/2020,Brain,paralyzed. ... Brain looked normal,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
25782,RH,5/28/2021,5/28/2021,12/30/2021,RCAS Cre,Brain,NA,NA,NA,12/29/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25783,RH,5/28/2021,5/28/2021,12/30/2021,RCAS Cre,Brain,NA,NA,NA,12/29/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25784,RH,5/28/2021,5/28/2021,12/30/2021,RCAS Cre,Brain,NA,NA,NA,12/29/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25785,RH,5/28/2021,5/28/2021,12/30/2021,RCAS Cre,Brain,NA,NA,NA,12/29/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25786,RH,1/27/2021,1/27/2021,12/30/2020,RCAS Cre,full brain,HCI-20-25786-11,No,NA,12/29/2020,Brain,"found dead, domed head noticed day before. ... brain looked hollow. This is a Cre injection, so tumor is not expected. This is probably just hydrocephalus as a result of injection",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
25787,RH,5/28/2021,5/28/2021,12/30/2021,RCAS Cre,Brain,NA,NA,NA,12/29/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25788,RH,5/28/2021,5/28/2021,12/30/2021,RCAS Cre,Brain,NA,NA,NA,12/29/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25825,GP,12/28/2021,12/28/2021,11/13/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,11/11/2021,"Brain, Lungs, Liver","domed head. ... Paralyzed left side,Trouble breathing,Dome head. ... Probable intracranial tumor; sacked for left side paralysis and trouble breathing. Frontal lobe was caved in (from tumor)? Unable to isolate tumor separately so took entire brain, as well as lungs, liver.",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA
26007,RH,4/13/2021,4/13/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, spinal cord tumor",NA,NA,NA,1/20/2021,"Brain, spinal cord tumor","nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology)",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26008,RH,6/8/2021,6/8/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/20/2021,Brain,"partially closed, and starting to loose mobility in hind legs, no sign of tumor upon necropsy",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26009,RH,3/30/2021,3/29/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain and head tumor,NA,NA,NA,1/20/2021,Brain and head tumor,"large head tumor. ... Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26010,RH,4/13/2021,4/13/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, spinal cord tumor",NA,NA,NA,1/20/2021,"Brain, spinal cord tumor","nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology)",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26011,RH,3/26/2021,3/26/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/20/2021,Brain,"hind legs were starting to become paralyzed. ... hind legs starting to loose mobility, would have probably become paralyzed over the weekend.",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26013,RH,4/13/2021,4/13/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/20/2021,Brain,"showing partial paralysis on 4/12, decided to sack next day to avoid risk of finding dead, little nub in front of brain, not sure if anything though, normal looking everywhere else including spine.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26014,RH,4/12/2021,4/12/2021,1/22/2021,RCAS Cre U6-sgRNA-Ex2 NF1,"Brain, T1",NA,NA,NA,1/20/2021,"Brain, T1","severly paralized to where it looks like it couldn't control bowel movements or urination, noticed on a Monday, but looked fine when it was last looked at on a Friday. Upon necropsy, brain looks normal, huge tumor around the base of the spinal cord, some of the tumor was frozen, used to make a cell line, and fixed.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26022,RH,4/1/2021,4/1/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain and head tumor,NA,NA,NA,1/20/2021,Brain and head tumor,"tumor on head above left eye. ... Head tumor did not appear to grow out from eye or ear, was separate from the skin, attached to the skull, no vasculature except on the periphery. Attached to the brain, but not by much is a small ball right at the front of it. That ball was preserved as well, but may or may not make it into the slides. Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26023,RH,5/10/2021,5/10/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, head tumor",NA,NA,NA,1/20/2021,"Brain, head tumor","bump on head noticed 4/23/21, sacked when it was big enough to harvest for a cell line, fix, and freeze",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26024,ZL,3/17/2021,3/17/2021,1/22/2021,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-26024,No,NA,1/20/2021,Brain,Sacked for tumor size. ... Massive tumor encasing head. Brain unremovable.,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26037,RH,4/1/2021,4/1/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain and head tumor,NA,NA,NA,1/20/2021,Brain and head tumor,"looked like a domed head at first that manifested as a large head tumor. ... Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26038,RH,4/13/2021,4/13/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, T1",NA,NA,NA,1/24/2021,"Brain, T1","tiny mass on top of skull, could see some tissue is on opposite side (inside) of skull as well, fixed entire piece of skull with that possible beginning of a tumor, will need to decalify if submitting to histology",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26039,RH,4/5/2021,4/5/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/24/2021,Brain,"losing mobility in hind legs, fully paralyzed when it was sacked",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26040,RH,4/22/2021,4/22/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/24/2021,Brain,"Mouse was found dead. No sign of tumor upon necropsy. Behavior was first noted on 4/16, but mouse never appeared like it required euthanasia. Brain was able to be harvested in one piece.. ... behavior reported 4/16/21, eyes looking partially closed",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26061,RH,5/5/2021,5/5/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/24/2021,Brain,"lossing mobility, everything looked normal upon necropsy",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26062,RH,4/26/2021,4/26/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/24/2021,Brain,"tumor on shoulder noticed 4/23/21, found dead, brain was sort of mush, tumors also noticed on lower spinal cord after necropsy",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
26063,RH,4/26/2021,4/26/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/24/2021,Brain,"dragging legs 4/26/21, no other sign of tumor",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26064,RH,3/18/2021,3/18/2021,10/19/2020,RCAS Cre-U6-sgRNA-NF1-Ex2,Brain and head tumor,NA,NA,NA,10/19/2020,Brain and head tumor,"large head tumor, no other symptoms. ... Brain appears normal, head tumor is outside of the skull, one piece was frozen, one piece was used to create a cell line, and the rest of the head tumor was fixed.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26065,RH,4/26/2021,4/26/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/24/2021,Brain,"small bump noticed on top of head  on 4/15, showing more paralysis on 4/26/21, upon necropsy there was a top of head tumor which was small and only peeled off the skull with a piece of skull attached and fixed -T1. Tumor around the lower spinal cord was also minimal and used only to make a cell line - T2.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,T2,T1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26066,RH,4/26/2021,4/26/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/24/2021,Brain,"bulge noticed in scrotum and mouse is more emanciated than others in cage, it is a hernia, no sign of tumor",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26067,RH,5/5/2021,5/5/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, neck tumor (lymph node?)",NA,NA,NA,1/24/2021,Brain and neck tumors,"mouse was bloated with lots of gas built up in digestive tract, mouse was also acting less active and hunched over, there were 4 masses around the front and sides of the neck which were harvested for histology, freezing, and cell line - possibly lymph nodes given their symetry, brain has a little nub in the front of it that looked larger than normal",2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26068,RH,5/14/2021,5/14/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/24/2021,"Brain, cranial nerve tumor (T1), and spinal cord tumor (T2)","mouse is paralyzed with a partially closed left eye, upon necropsy there is an enlarged cranial nerve on both sides, which was only used for a cell line (T1). There was also a tumor found on the spinal cord (T2) also just used for cell line.",1,1,NA,NA,NA,NA,NA,NA,NA,T1,T2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26069,RH,6/14/2021,6/14/2021,12/30/2021,RCAS Cre-U6sgRNA-ex2-NF1,Brain,NA,NA,NA,1/25/2021,Brain,"Found dead. Noticed lower spine tumor on 6/9, lost mobility on 6/11, paralyzed on 6/12.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26137,RH,4/5/2021,4/5/2021,2/2/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/31/2021,Brain,"Found dead on a Monday, so could have died up to 3 days earlier. Brain was sort of mushy, so it was not in the best condition, but was able to be removed for histology. No other signs of tumor.",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26139,RH,5/5/2021,5/5/2021,2/2/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, T1",NA,NA,NA,1/31/2021,"Brain, neck tumor (lyph node?) T1, cranial nerve mush under brain (T2)","bloated looking due to gut full of gas, breathing heavy, enlarged masses around neck (T1) similar to 26067 (may be lymph nodes, might have missed these in previous mice) - these were fixed, frozen and used for a cell line, Also had a mushy mass under the brain (T2) which was used for a cell line",1,1,NA,NA,NA,NA,NA,NA,T1,T2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26140,RH,7/1/2021,7/1/2021,2/2/2021,RCAS Cre-U6-sgRNA-Ex2-NF1,"Brain, cranial nerve tumor",NA,NA,NA,1/31/2021,"Brain, cranial nerve tumor","mouse appeared normal prior to necropsy, brain was being pushed from a large tumor underneith that was attached to the base of the cranial cavity, possibly from a cranial nerve (right side), a photo was taken. Tumor was very firm and white looking, It was split 3 ways for freezing, cell line, and fixing. I included the tumor along with the brain in the same parafin block.",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26141,RH,5/17/2021,5/14/2021,2/2/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/31/2021,"Brain, cranial nerve tumor","mouse had a domed head, was hunched over, not grooming, and breathing heavy, there was a massive tumor under the brain and attached to the base of the cranial cavity, froze portion of tumor and used for cell line.",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26142,RH,4/29/2021,4/29/2021,2/2/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,1/31/2021,Brain,"starting to drag hind legs on 4/26/21, noticed left eye not fully open on 4/27/21, weeker and more emanciated than the cagemates so sacked before I find it dead, nothing abnormal noticed upon necropsy",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26143,RH,6/23/2021,6/23/2021,2/2/2021,RCAS Cre-U6sgRNA-ex2-NF1,Brain,NA,No,NA,1/31/2021,Brain,"mouse is puffy, not moving around much, slow breathing. ... Brain looked uncharacteristically white and it did not separate from the skull cleanly",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26274,RH,5/26/2021,5/26/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, spine tumor",NA,NA,NA,2/19/2021,"Brain, spine tumor","tumor noticed on base of spine, no other symptom or abnormality observed after necropsy, part of tumor was fixed, part was used for a cell line, and part was frozen",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26275,RH,5/5/2021,5/5/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,2/19/2021,Brain,"hunched, emanciated, partial paralysis, brain looked a little puffy",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26276,RH,5/17/2021,5/17/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, T1",NA,NA,NA,2/19/2021,"Brain, spinal cord tumor (T1), head tumor (T2)","tumor observable on the base of spine (T1), mouse is showing partial paralysis in hind legs, also small head tumor developing (T2), froze and made cell lines of each tumor and fixed part of T1.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,T1,T2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26277,RH,5/5/2021,5/5/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,2/19/2021,Brain,"hunched back, becoming paralyzed, brain looked a little puffy with a possible whiter section on the bottom",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26278,RH,4/23/2021,4/23/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,2/19/2021,Brain,"mouse was observed to be partially paralyzed, and I didn't want to leave it over the weekend. Nothing looked abnormal upon necropsy. ... behavior reported 4/23/21, partially paralyzed on hind legs",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26279,RH,4/13/2021,4/13/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, T1",NA,NA,NA,2/19/2021,"Brain, T1","head tumor observed, so sacked before it got too big, made cell line with it, froze a piece and fixed it. Tumor was first observed within 5 days of 4/13, but exact date was not recorded.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26280,RH,5/5/2021,5/5/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,2/19/2021,"Brain, cranial nerve","mouse was bloated and looks like it is full of gas, there was an enlarged cranial nerve that was just kept for making a cell line with",0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26281,RH,5/19/2021,5/17/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,2/19/2021,"Brain, cranial nerve tumor","partially paralyzed on hind legs, mass observed on base of cranial cavity between the cranial nerves, used for a cell line, brain may have looked a little puffy",2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26282,RH,5/17/2021,5/14/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,2/19/2021,Brain,"mouse was paralyzed, but nothing looked abnormal after necropsy",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26305,RH,5/10/2021,5/10/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, cranial nerve tumor",NA,NA,NA,2/21/2021,"Brain, cranial nerve tumor","mouse was hunched over, not moving much, and looked emanciated/sick, upon necropsy there was a large tumor under the brain that was not attached to the brain, but it was difficult to remove from the bottom of the cranial cavity, this is possibly growing from the left cranial nerve",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26307,RH,4/13/2021,4/13/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, T1",NA,NA,NA,2/21/2021,"Brain, T1","mouse was sort of small and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26308,RH,5/19/2021,5/17/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,2/19/2021,Brain,"partially paralyzed in hind legs, everything else looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
26310,RH,4/13/2021,4/13/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, T1",NA,NA,NA,2/21/2021,"Brain, T1","mouse was small and a little emanciated or underdeveloped, and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
26311,RH,4/13/2021,4/13/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, T1",NA,NA,NA,2/21/2021,"Brain, T1","mouse was small and a little emanciated or underdeveloped, and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
28200,KC,1/30/2022,1/30/2022,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver, T1",NA,NA,NA,10/12/2021,"Brain, Lungs, Liver, T1","Lethargic, red discharge around eye. ... intracranial tumor, under left hemisphere, appears to be an optic tumor, sacked for lethargy and red discharge around eye, tumor was attached to skull, all other organs appeared normal. ... 1/20/22 lethargic and red discharge around eye",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,1,NA,NA
28202,RE,12/27/2021,12/27/2021,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver, T1",NA,NA,NA,10/12/2021,"Brain, Lungs, Liver, T1","intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal.",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,1,NA,NA
28203,RE,1/3/2022,1/3/2022,10/13/2021,RCAS Cre-U6sgRNA-ex2-NF1,"T1, Brain, Lungs, Liver",NA,NA,NA,10/12/2021,"T1, Brain, Lungs, Liver","Little Mobility in back legs,Trouble breathing,Red, sunken eyes,Extremely Underweight. ... Red, sunken eyes, possible blood clot on the liver, extracranial tumor, soft brain, little mobility on back legs, extremely underweight, normal lungs",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,NA,NA,1,NA,NA
28204,RE,1/3/2021,1/3/2022,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,10/12/2021,"Brain, Lungs, Liver","Red, Sunken Eyes,Head bulge. ... Red, sunken eyes, head bulge, soft skull, fat on heart, no obs. Tumor, possible blood clot on liver",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
28205,RE,1/3/2021,1/3/2022,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,10/12/2021,"Brain, Lungs, Liver","Complete Lower Paralysis,Swollen Cheeks,Large back hump. ... Complete lower paralysis, swollen cheeks, large hump on the back, thin skull, possible blood clot on the liver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28207,KC,12/16/2021,12/15/2021,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver, T1",NA,NA,NA,10/12/2021,"Brain, Lungs, Liver, T1","Tumor was on top of head, but did not go into the skull. The skull was intact and brain appeared normal. Lungs and Liver appeared normal",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
28208,RE,12/22/2021,12/22/2021,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver, T1, T2, T3",NA,NA,NA,10/12/2021,"Brain, Lungs, Liver, T1, T2, T3","extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,T2,T3,NA,1,1,NA,NA
28526,KC,3/7/2022,3/7/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,"Brain, Lungs, Liver",NA,No,NA,11/11/2021,"Brain, Lungs, Liver","Glioma, tumor was so large that there was a change of shape to the skull, tumor was attached to the optic nerve. ... No visible head tumor, bulging eyeball,Hunched posture. ... Swollen brain, blood in the skull prior to skull incision, large tumor under brain attached to optic nerve",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA
