mouse_num,resultant_geno,notes_bhe,scan1,scan2,scan3,sample1,sample2,sample3,sheri_has_seen_h_e,nec_performed,src,exclude,metadata,needs_sample
29403,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-032-NF1 GLIOMA H&E 29406,,,,1,RE,,,0
29404,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-034-NF1 GLIOMA H&E 29406,,,,1,RE,,,0
29405,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-016-NF1 GLIOMA H&E 29289-29405,,,,1,RE,,,0
29406,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG04-018-NF1 GLIOMA H&E 29406,,,,1,RE,2,non-matching dob's. Used genotyping dob. 2022-02-10 vs. 2022-02-09,0
29407,nf1 KO; pten wt; ink KO; atrx wt,,,,,,,,,,RE,2,conflicting death dates in cohort vs. genotyping files. 2022-04-02 vs. 2022-04-04 used cohort date but can exclude from analysis if desired.,1
29408,nf1 KO; pten wt; ink KO; atrx wt,,,,,,,,,,RE,,,1
29409,nf1 KO; pten wt; ink KO; atrx wt,Grade II Infiltrating Astrocytoma,29409.B.H&E.2022-05-20,,,NFG02-038-NF1 GLIOMA N-TVA::CDKN2A F/F ; H11 LSL CAS9 AND N-TVA::H11 LSL CAS9 SLIDES,,,,1,RE,,,0
29410,nf1 KO; pten wt; ink KO; atrx wt,,,,,,,,,,RE,,,1
29818,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-004-NF1 GLIOMA,,,,1,RE,,,0
29819,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-006-NF1 GLIOMA,,,,1,RE,,,0
29820,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-008-NF1 GLIOMA,,,,1,RE,,,0
29821,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-010-NF1 GLIOMA,,,,1,RE,,,0
29822,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-012-NF1 GLIOMA,,,,1,RE,,,0
29824,nf1 KO; pten wt; ink KO; atrx wt,,,,,,,,,,RE,2,non-matching dob's. Used genotyping dob. 2022-03-25 vs. 2022-03-23,1
30212,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-016-NF1 GLIOMA,,,,1,RE,,,0
30213,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-018-NF1 GLIOMA,,,,1,RE,,,0
30214,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-020-NF1 GLIOMA,,,,1,RE,,,0
30215,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-023-NF1 GLIOMA,,,,1,RE,,,0
30216,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-025-NF1 GLIOMA,,,,1,RE,,,0
30217,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-027-NF1 GLIOMA,,,,1,RE,,,0
30218,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-029-NF1 GLIOMA,,,,1,RE,,,0
30232,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-058-NF1 GLIOMA,,,,1,RE,,,0
30233,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-060-NF1 GLIOMA,,,,1,RE,,,0
30234,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-062-NF1 GLIOMA,,,,1,RE,,,0
30235,tva inconclusive,,,,,NFG01-064-NF1 GLIOMA,,,,1,RE,2,inconclusive TVA status.,0
30236,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG01-066-NF1 GLIOMA,,,,1,RE,,,0
30237,tva inconclusive,,,,,NFG01-068-NF1 GLIOMA,,,,1,RE,2,inconclusive TVA status.,0
