,,,,,,,,
slot,Mouse ID,Organ,Stain,note,Box Label,sample type,Loc,container
72,21227,t2,s100,1:50 d,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
73,21227,t2,s100,1:25d,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
74,21232,t2,s100,1:12.5d,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
75,28203,t1,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
76,28208,t1,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
77,28203,b,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
78,28204,b,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
79,28208,b,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
80,28207,t1,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
81,28208,t2,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
82,28207,b,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
83,23288,b,s100,no primary ab neg control,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
84,17820,t1,s100,pos control,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
85,23821,b,s100,tva- normal brain,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
86,23287,b,s100,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
87,22925,b,s100,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
88,23397,b,s100,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
89,23288,b,s100,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
90,23463,b,s100,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
91,23465,b,s100,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
92,23021,b,s100,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
93,23291,b,perk,,nf1 glioma ki67 perk,Slide,NFG06,Green Slide Box
94,23294,b,perk,,nf1 glioma ki67 perk,Slide,NFG06,Green Slide Box
95,23527,b,perk,,nf1 glioma ki67 perk,Slide,NFG06,Green Slide Box
96,23785,b,perk,,nf1 glioma ki67 perk,Slide,NFG06,Green Slide Box
97,23786,b,perk,,nf1 glioma ki67 perk,Slide,NFG06,Green Slide Box
98,23792,b,perk,,nf1 glioma ki67 perk,Slide,NFG06,Green Slide Box
99,23823,b,perk,,nf1 glioma ki67 perk,Slide,NFG06,Green Slide Box
100,23866,b,perk,,nf1 glioma ki67 perk,Slide,NFG06,Green Slide Box
,,,,,,,,
,,,,,,,,
1,,,,,,Slide,,
2,,,,,,Slide,,
3,,,,,,Slide,,
4,,,,,,Slide,,
5,,,,,,Slide,,
6,,,,,,Slide,,
7,,,,,,Slide,,
8,,,,,,Slide,,
9,,,,,,Slide,,
10,,,,,,Slide,,
11,,,,,,Slide,,
12,,,,,,Slide,,
13,,,,,,Slide,,
14,,,,,,Slide,,
15,,,,,,Slide,,
16,,,,,,Slide,,
17,,,,,,Slide,,
18,,,,,,Slide,,
19,,,,,,Slide,,
20,,,,,,Slide,,
21,,,,,,Slide,,
22,,,,,,Slide,,
23,,,,,,Slide,,
24,,,,,,Slide,,
25,,,,,,Slide,,
26,,,,,,Slide,,
27,,,,,,Slide,,
28,,,,,,Slide,,
29,,,,,,Slide,,
30,,,,,,Slide,,
31,,,,,,Slide,,
32,,,,,,Slide,,
33,,,,,,Slide,,
34,,,,,,Slide,,
35,,,,,,Slide,,
36,,,,,,Slide,,
37,,,,,,Slide,,
38,,,,,,Slide,,
39,,,,,,Slide,,
40,,,,,,Slide,,
41,,,,,,Slide,,
42,,,,,,Slide,,
43,,,,,,Slide,,
44,,,,,,Slide,,
45,,,,,,Slide,,
46,,,,,,Slide,,
47,,,,,,Slide,,
48,,,,,,Slide,,
49,,,,,,Slide,,
50,,,,,,Slide,,
51,,,,,,Slide,,
52,,,,,,Slide,,
53,,,,,,Slide,,
54,,,,,,Slide,,
55,,,,,,Slide,,
56,,,,,,Slide,,
57,,,,,,Slide,,
58,,,,,,Slide,,
59,,,,,,Slide,,
60,,,,,,Slide,,
61,,,,,,Slide,,
62,,,,,,Slide,,
63,,,,,,Slide,,
64,,,,,,Slide,,
65,,,,,,Slide,,
66,,,,,,Slide,,
67,,,,,,Slide,,
68,,,,,,Slide,,
69,,,,,,Slide,,
70,,,,,,Slide,,
71,,,,,,Slide,,
72,,,,,,Slide,,
73,,,,,,Slide,,
74,,,,,,Slide,,
75,,,,,,Slide,,
76,,,,,,Slide,,
77,,,,,,Slide,,
78,,,,,,Slide,,
79,,,,,,Slide,,
80,,,,,,Slide,,
81,,,,,,Slide,,
82,,,,,,Slide,,
83,,,,,,Slide,,
84,,,,,,Slide,,
85,,,,,,Slide,,
86,,,,,,Slide,,
87,,,,,,Slide,,
88,,,,,,Slide,,
89,,,,,,Slide,,
90,,,,,,Slide,,
91,,,,,,Slide,,
92,,,,,,Slide,,
93,,,,,,Slide,,
94,,,,,,Slide,,
95,,,,,,Slide,,
96,,,,,,Slide,,
97,,,,,,Slide,,
98,,,,,,Slide,,
99,,,,,,Slide,,
100,,,,,,Slide,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1,28203,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
2,28203,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
3,28203,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
4,28203,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
5,28204,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
6,28204,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
7,28204,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
8,28204,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
9,28208,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
10,28208,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
11,28208,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
12,28208,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
13,28207,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
14,28207,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
15,28207,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
16,28207,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
17,28202,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
18,28202,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
19,28202,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
20,28202,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
21,29162,l,HE,cas9,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
22,29409,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
23,29409,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
24,29409,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
25,29402,l,HE,cas9,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
26,29409,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
27,28204,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
28,28204,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
29,28204,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
30,28204,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
31,28208,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
32,28208,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
33,28208,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
34,28208,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
35,28207,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
36,28207,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
37,28207,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
38,28207,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
39,28202,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
40,28202,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
41,28202,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
42,28202,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
43,28205,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
44,28205,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
45,28205,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
46,28205,l,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
47,28205,li,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
48,28205,l,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
49,28202,l,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
50,28207,li,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
51,28208,l,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
52,28204,l,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
53,28202,li,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
54,28207,l,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
55,28208,li,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
56,28204,li,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
57,28203,l,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
58,28203,l,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
59,29409,li,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
60,29161,l,HE,cas9,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
61,29409,l,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
62,29181,l,HE,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
63,28205,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
64,28205,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
65,28205,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
66,28205,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
67,28203,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
68,28203,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
69,28203,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
70,28203,li,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
71,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
72,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
73,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
74,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
75,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
76,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
77,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
78,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
79,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
80,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
81,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
82,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
83,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
84,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
85,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
86,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
87,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
88,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
89,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
90,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
91,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
92,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
93,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
94,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
95,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
96,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
97,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
98,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
99,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
100,NA,,,,NF1 Glioma L/Li Slides 5/9/22 RE,Slide,NFG13,White Slide Box
,,,,,,,,
,,,,,,,,
1,25085,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
2,25086,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
3,25087,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
4,25088,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
5,25089,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
6,25090,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
7,25091,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
8,25092,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
9,25214,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
10,25215,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
11,25216,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
12,25218,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
13,25220,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
14,25221,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
15,25238,b,HE,*,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
16,25239,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
17,25240,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
18,25241,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
19,25242,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
20,25258,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
21,25259,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
22,25260,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
23,25261,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
24,25262,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
25,25263,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
26,25264,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
27,25266,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
28,25267,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
29,25268,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
30,25269,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
31,25271,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
32,25272,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
33,25274,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
34,25310,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
35,25501,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
36,25503,b,HE,*original,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
37,25504,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
38,25504,t1,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
39,25504,spt,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
40,25505,b,HE,fd,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
41,25598,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
42,25687,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
43,25688,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
44,25689,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
45,25691,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
46,25692,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
47,25693,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
48,25694,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
49,25695,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
50,25741,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
51,25742,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
52,25743,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
53,25744,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
54,25745,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
55,25746,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
56,25747,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
57,25748,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
58,25764,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
59,25765,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
60,25766,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
61,25767,b,HE,*,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
62,25786,b,HE,*,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
63,26008,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
64,26012,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
65,26011,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
66,26013,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
67,26022,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
68,26023,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
69,26024,b,HE,h,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
70,26038,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
71,26039,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
72,26040,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
73,26061,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
74,26062,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
75,26063,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
76,26064,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
77,26064,tumor,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
78,26065,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
79,26066,b,HE,original,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
80,26067,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
81,26067,t,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
82,26068,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
83,26069,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
84,26137,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
85,26139,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
86,26141,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
87,26142,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
88,26275,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
89,26276,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
90,26277,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
91,26278,b,HE,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
92,NA,,,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
93,NA,,,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
94,NA,,,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
95,NA,,,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
96,NA,,,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
97,NA,,,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
98,NA,,,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
99,NA,,,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
100,NA,,,,NF-1 N-TVA original H&E 25085-26280,Slide,NFG14,White Slide Box
,,,,,,,,
,,,,,,,,
1,29054,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
2,29054,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
3,29054,t2,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
4,29054,t2,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
5,29054,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
6,29054,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
7,29055,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
8,29055,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
9,29055,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
10,29055,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
11,29055,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
12,29055,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
13,29056,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
